participant,inner_number,Item,Itemtype,cloze_clean,cloze_probability
claude,38,Mein Mitbewohner aus Berlin ließ the dirty dishes in the,code_switching,sink,1
gpt,38,Mein Mitbewohner aus Berlin ließ the dirty dishes in the,code_switching,sink,1
mistral,38,Mein Mitbewohner aus Berlin ließ the dirty dishes in the,code_switching,sink,1
claude,38,My roommate from Berlin left the dirty dishes in the,English,sink,1
gpt,38,My roommate from Berlin left the dirty dishes in the,English,sink,1
mistral,38,My roommate from Berlin left the dirty dishes in the,English,sink,0.7894736842105263
claude,39,Richard was afraid to walk near the edge of the cliff because he was afraid to,English,fall,1
gpt,39,Richard was afraid to walk near the edge of the cliff because he was afraid to,English,fall,1
mistral,39,Richard was afraid to walk near the edge of the cliff because he was afraid to,English,fall,1
claude,4,"Das kleine Mädchen weigerte sich, schlafen zu gehen, until he told her a",code_switching,story,1
gpt,4,"Das kleine Mädchen weigerte sich, schlafen zu gehen, until he told her a",code_switching,story,1
mistral,4,"Das kleine Mädchen weigerte sich, schlafen zu gehen, until he told her a",code_switching,story,1
claude,4,The little girl refused to go to sleep until he told her a,English,story,1
gpt,4,The little girl refused to go to sleep until he told her a,English,story,1
mistral,4,The little girl refused to go to sleep until he told her a,English,story,1
claude,40,Die Mathelehrerin der vierten Klasse konnte nicht gut sehen without her thick,code_switching,glasses,1
gpt,40,Die Mathelehrerin der vierten Klasse konnte nicht gut sehen without her thick,code_switching,glasses,1
mistral,40,Die Mathelehrerin der vierten Klasse konnte nicht gut sehen without her thick,code_switching,glasses,1
claude,40,The fourth grade math teacher could not see well without her thick,English,glasses,1
gpt,40,The fourth grade math teacher could not see well without her thick,English,glasses,1
mistral,40,The fourth grade math teacher could not see well without her thick,English,glasses,1
claude,41,Die meisten Haiangriffe passieren very close to,code_switching,shore,1
gpt,41,Die meisten Haiangriffe passieren very close to,code_switching,shore,1
mistral,41,Die meisten Haiangriffe passieren very close to,code_switching,shore,1
claude,41,Most shark attacks occur very close to,English,shore,1
gpt,41,Most shark attacks occur very close to,English,shore,1
mistral,41,Most shark attacks occur very close to,English,beaches,1
claude,42,Alle hupten den alten Mann an who was driving too,code_switching,slow,1
gpt,42,Alle hupten den alten Mann an who was driving too,code_switching,fast,0.6111111111111112
mistral,42,Alle hupten den alten Mann an who was driving too,code_switching,fast,1
claude,42,Everyone was honking at the old man who was driving too,English,slow,1
gpt,42,Everyone was honking at the old man who was driving too,English,fast,0.7368421052631579
mistral,42,Everyone was honking at the old man who was driving too,English,slowly,1
claude,43,Keine seiner Geschichten made any real,code_switching,sense,1
gpt,43,Keine seiner Geschichten made any real,code_switching,impact,0.8947368421052632
mistral,43,Keine seiner Geschichten made any real,code_switching,sense,1
claude,43,None of his stories made any real,English,sense,1
gpt,43,None of his stories made any real,English,impact,0.7222222222222222
mistral,43,None of his stories made any real,English,sense,1
claude,44,Der Sekretär des Büros schickte the letter without a,code_switching,stamp,1
gpt,44,Der Sekretär des Büros schickte the letter without a,code_switching,signature,0.4444444444444444
mistral,44,Der Sekretär des Büros schickte the letter without a,code_switching,signature,0.8333333333333334
claude,44,The office secretary mailed the letter without a,English,stamp,1
gpt,44,The office secretary mailed the letter without a,English,stamp,1
mistral,44,The office secretary mailed the letter without a,English,stamp,1
claude,45,Die Kühe liefen von der Sonne weg into the cool,code_switching,barn,1
gpt,45,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade,0.8235294117647058
mistral,45,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade,1
claude,45,The cows moved from the sun into the cool,English,shade,1
gpt,45,The cows moved from the sun into the cool,English,shade,1
mistral,45,The cows moved from the sun into the cool,English,shade,0.5555555555555556
claude,46,Der Mann nebenan spielte his stereo much too,code_switching,loud,1
gpt,46,Der Mann nebenan spielte his stereo much too,code_switching,loud,1
mistral,46,Der Mann nebenan spielte his stereo much too,code_switching,loud,1
claude,46,The man downstairs played his stereo much too,English,loud,1
gpt,46,The man downstairs played his stereo much too,English,loudly,0.7777777777777778
mistral,46,The man downstairs played his stereo much too,English,loud,1
claude,47,Die Jungen spielten Murmeln and the girls jumped,code_switching,rope,1
gpt,47,Die Jungen spielten Murmeln and the girls jumped,code_switching,higher,0.4444444444444444
mistral,47,Die Jungen spielten Murmeln and the girls jumped,code_switching,rope,1
claude,47,The boys played marbles and the girls jumped,English,rope,1
gpt,47,The boys played marbles and the girls jumped,English,rope,1
mistral,47,The boys played marbles and the girls jumped,English,rope,1
claude,48,Der Surfer aus Hawaii fiel von seinem Surfboard after the first big,code_switching,wave,1
gpt,48,Der Surfer aus Hawaii fiel von seinem Surfboard after the first big,code_switching,wave,1
mistral,48,Der Surfer aus Hawaii fiel von seinem Surfboard after the first big,code_switching,wave,1
claude,48,The surfer from Hawaii fell off his surfboard after the first big,English,wave,1
gpt,48,The surfer from Hawaii fell off his surfboard after the first big,English,wave,1
mistral,48,The surfer from Hawaii fell off his surfboard after the first big,English,wave,1
claude,49,Tim threw a rock and broke the,English,window,1
gpt,49,Tim threw a rock and broke the,English,window,1
mistral,49,Tim threw a rock and broke the,English,window,1
claude,49,Tim warf einen Stein and broke the,code_switching,window,1
gpt,49,Tim warf einen Stein and broke the,code_switching,window,1
mistral,49,Tim warf einen Stein and broke the,code_switching,window,1
claude,5,He wrote himself a note so that he wouldn't,English,forget,1
gpt,5,He wrote himself a note so that he wouldn't,English,forget,1
mistral,5,He wrote himself a note so that he wouldn't,English,forget,1
claude,50,Steve spilled coffee all over his white,English,shirt,1
gpt,50,Steve spilled coffee all over his white,English,shirt,1
mistral,50,Steve spilled coffee all over his white,English,shirt,1
claude,50,Steve verschüttete Kaffee all over his white,code_switching,shirt,1
gpt,50,Steve verschüttete Kaffee all over his white,code_switching,shirt,1
mistral,50,Steve verschüttete Kaffee all over his white,code_switching,shirt,1
claude,51,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",code_switching,dangerous,1
gpt,51,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",code_switching,dangerous,1
mistral,51,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",code_switching,dangerous,1
claude,51,He decided to travel to Iran even though he knew it could be,English,dangerous,1
gpt,51,He decided to travel to Iran even though he knew it could be,English,dangerous,1
mistral,51,He decided to travel to Iran even though he knew it could be,English,dangerous,1
claude,52,Cold damp weather makes her joints ache so she took some aspirin for the,English,pain,1
gpt,52,Cold damp weather makes her joints ache so she took some aspirin for the,English,pain,1
mistral,52,Cold damp weather makes her joints ache so she took some aspirin for the,English,pain,1
claude,52,"Kalte, feuchte Witterung lässt ihre Gelenke schmerzen, deshalb nahm sie some aspirin for the",code_switching,pain,1
gpt,52,"Kalte, feuchte Witterung lässt ihre Gelenke schmerzen, deshalb nahm sie some aspirin for the",code_switching,pain,1
mistral,52,"Kalte, feuchte Witterung lässt ihre Gelenke schmerzen, deshalb nahm sie some aspirin for the",code_switching,pain,1
claude,53,"Before she arrived, he opened a bottle of wine and put on some soft",English,music,1
gpt,53,"Before she arrived, he opened a bottle of wine and put on some soft",English,music,1
mistral,53,"Before she arrived, he opened a bottle of wine and put on some soft",English,music,1
claude,53,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",code_switching,music,1
gpt,53,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",code_switching,music,1
mistral,53,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",code_switching,music,1
claude,54,Das Schiff mit den weißen Segeln verschwand into the thick,code_switching,fog,1
gpt,54,Das Schiff mit den weißen Segeln verschwand into the thick,code_switching,fog,1
mistral,54,Das Schiff mit den weißen Segeln verschwand into the thick,code_switching,mist,1
claude,54,The ship with the white sails disappeared into the thick,English,fog,1
gpt,54,The ship with the white sails disappeared into the thick,English,fog,1
mistral,54,The ship with the white sails disappeared into the thick,English,mist,1
claude,55,Ron bought a board for the window that was too long and then he bought one that was way too,English,short,1
gpt,55,Ron bought a board for the window that was too long and then he bought one that was way too,English,short,1
mistral,55,Ron bought a board for the window that was too long and then he bought one that was way too,English,short,1
claude,55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,short,1
gpt,55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,long,0.4375
mistral,55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,short,1
claude,56,"Als das Wetter wärmer wurde, begann Mark, seine leichtere Jacke zu tragen, und zwar nicht his heavy winter",code_switching,coat,1
gpt,56,"Als das Wetter wärmer wurde, begann Mark, seine leichtere Jacke zu tragen, und zwar nicht his heavy winter",code_switching,coat,1
mistral,56,"Als das Wetter wärmer wurde, begann Mark, seine leichtere Jacke zu tragen, und zwar nicht his heavy winter",code_switching,coat,0.8888888888888888
claude,56,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",English,coat,1
gpt,56,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",English,coat,1
mistral,56,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",English,coat,1
claude,57,Er kaufte ihr eine Perlenkette for her,code_switching,birthday,1
gpt,57,Er kaufte ihr eine Perlenkette for her,code_switching,birthday,0.7058823529411765
mistral,57,Er kaufte ihr eine Perlenkette for her,code_switching,jewelry,0.7647058823529411
claude,57,He bought her a pearl necklace for her,English,birthday,1
gpt,57,He bought her a pearl necklace for her,English,birthday,1
mistral,57,He bought her a pearl necklace for her,English,birthday,1
claude,58,Der junge Mann im Park must keep his pet on a,code_switching,leash,1
gpt,58,Der junge Mann im Park must keep his pet on a,code_switching,leash,1
mistral,58,Der junge Mann im Park must keep his pet on a,code_switching,leash,1
claude,58,The young man in the park must keep his pet on a,English,leash,1
gpt,58,The young man in the park must keep his pet on a,English,leash,1
mistral,58,The young man in the park must keep his pet on a,English,leash,1
claude,59,"Rachel liebt den Geruch von Tabak, but she can't stand all the",code_switching,smoke,1
gpt,59,"Rachel liebt den Geruch von Tabak, but she can't stand all the",code_switching,smoke,1
mistral,59,"Rachel liebt den Geruch von Tabak, but she can't stand all the",code_switching,smoke,1
claude,59,Rachel loves the smell of tobacco but she can't stand all the,English,smoke,1
gpt,59,Rachel loves the smell of tobacco but she can't stand all the,English,smoke,1
mistral,59,Rachel loves the smell of tobacco but she can't stand all the,English,smoke,1
claude,6,Die Häftlinge im Gefängnis were planning their,code_switching,escape,1
gpt,6,Die Häftlinge im Gefängnis were planning their,code_switching,escape,1
mistral,6,Die Häftlinge im Gefängnis were planning their,code_switching,escape,1
claude,6,The inmates in prison were planning their,English,escape,1
gpt,6,The inmates in prison were planning their,English,escape,1
mistral,6,The inmates in prison were planning their,English,escape,1
claude,60,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",code_switching,arrived,1
gpt,60,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",code_switching,arrive,0.9375
mistral,60,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",code_switching,arrived,1
claude,60,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrived,1
gpt,60,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrived,0.5294117647058824
mistral,60,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrived,1
claude,61,Das Eichhörnchen versteckte ein paar Nüsse in the big,code_switching,tree,1
gpt,61,Das Eichhörnchen versteckte ein paar Nüsse in the big,code_switching,tree,1
mistral,61,Das Eichhörnchen versteckte ein paar Nüsse in the big,code_switching,tree,1
claude,61,The squirrel stored some nuts in the big,English,tree,1
gpt,61,The squirrel stored some nuts in the big,English,tree,1
mistral,61,The squirrel stored some nuts in the big,English,tree,1
claude,62,Every morning before school his mother laid out his clothes and packed his,English,lunch,1
gpt,62,Every morning before school his mother laid out his clothes and packed his,English,bag,1
mistral,62,Every morning before school his mother laid out his clothes and packed his,English,lunch,0.9411764705882353
claude,62,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,code_switching,lunch,1
gpt,62,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,code_switching,bag,0.7777777777777778
mistral,62,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,code_switching,lunch,1
claude,63,"Er kündigte seinen Job und verließ seine Familie, so he could sail around the",code_switching,world,1
gpt,63,"Er kündigte seinen Job und verließ seine Familie, so he could sail around the",code_switching,world,1
mistral,63,"Er kündigte seinen Job und verließ seine Familie, so he could sail around the",code_switching,world,1
claude,63,He quit his job and left his family so that he could sail around the,English,world,1
gpt,63,He quit his job and left his family so that he could sail around the,English,world,1
mistral,63,He quit his job and left his family so that he could sail around the,English,world,1
claude,64,Berühre auf gar keinen Fall the sticky wet,code_switching,paint,1
gpt,64,Berühre auf gar keinen Fall the sticky wet,code_switching,floor,0.875
mistral,64,Berühre auf gar keinen Fall the sticky wet,code_switching,wall,1
claude,64,"In any case, don't touch the sticky wet",English,paint,1
gpt,64,"In any case, don't touch the sticky wet",English,floor,0.5882352941176471
mistral,64,"In any case, don't touch the sticky wet",English,mess,0.6470588235294118
claude,65,Cats loved to be scratched behind the,English,ears,1
gpt,65,Cats loved to be scratched behind the,English,ears,1
mistral,65,Cats loved to be scratched behind the,English,ears,1
claude,65,"Katzen lieben es, gekrault zu werden behind the",code_switching,ears,1
gpt,65,"Katzen lieben es, gekrault zu werden behind the",code_switching,sofa,0.4117647058823529
mistral,65,"Katzen lieben es, gekrault zu werden behind the",code_switching,ears,1
claude,66,Die weiße Möve tauchte ab and caught a,code_switching,fish,1
gpt,66,Die weiße Möve tauchte ab and caught a,code_switching,fish,1
mistral,66,Die weiße Möve tauchte ab and caught a,code_switching,fish,1
claude,66,The white seagull dove down and caught a,English,fish,1
gpt,66,The white seagull dove down and caught a,English,fish,1
mistral,66,The white seagull dove down and caught a,English,fish,1
claude,67,John fegte den Boden with a long,code_switching,broom,1
gpt,67,John fegte den Boden with a long,code_switching,broom,0.4375
mistral,67,John fegte den Boden with a long,code_switching,brush,0.8823529411764706
claude,67,John swept the floor with a long,English,broom,1
gpt,67,John swept the floor with a long,English,mop,1
mistral,67,John swept the floor with a long,English,broom,1
claude,68,He was cold most of the night and finally got up to get another,English,blanket,1
gpt,68,He was cold most of the night and finally got up to get another,English,blanket,1
mistral,68,He was cold most of the night and finally got up to get another,English,blanket,1
claude,68,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",code_switching,blanket,1
gpt,68,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",code_switching,drink,0.9375
mistral,68,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",code_switching,blanket,1
claude,69,"At first the boy refused, but eventually he changed his",English,mind,1
gpt,69,"At first the boy refused, but eventually he changed his",English,mind,1
mistral,69,"At first the boy refused, but eventually he changed his",English,mind,1
claude,7,Giraffes are known for their long necks and zebras for their,English,stripes,1
gpt,7,Giraffes are known for their long necks and zebras for their,English,stripes,1
mistral,7,Giraffes are known for their long necks and zebras for their,English,stripes,1
claude,70,Rafael möchte den Wald schützen by guarding every,code_switching,tree,1
gpt,70,Rafael möchte den Wald schützen by guarding every,code_switching,tree,0.9411764705882353
mistral,70,Rafael möchte den Wald schützen by guarding every,code_switching,tree,1
claude,70,Rafael wants to preserve the forest by guarding every,English,tree,1
gpt,70,Rafael wants to preserve the forest by guarding every,English,tree,1
mistral,70,Rafael wants to preserve the forest by guarding every,English,tree,1
claude,71,Es gab bunte Bilder on every single,code_switching,page,1
gpt,71,Es gab bunte Bilder on every single,code_switching,page,0.5625
mistral,71,Es gab bunte Bilder on every single,code_switching,wall,1
claude,71,There were colorful pictures on every single,English,page,1
gpt,71,There were colorful pictures on every single,English,wall,1
mistral,71,There were colorful pictures on every single,English,wall,1
claude,72,"At the end of the trip, Pam had no more clothes to",English,wear,1
gpt,72,"At the end of the trip, Pam had no more clothes to",English,wear,0.9375
mistral,72,"At the end of the trip, Pam had no more clothes to",English,pack,1
claude,72,Pam hatte am Ende der Reise no more clothes to,code_switching,wear,1
gpt,72,Pam hatte am Ende der Reise no more clothes to,code_switching,wear,0.6
mistral,72,Pam hatte am Ende der Reise no more clothes to,code_switching,wear,0.6111111111111112
claude,73,Sie züchteten Schweine on their,code_switching,farm,1
gpt,73,Sie züchteten Schweine on their,code_switching,farm,1
mistral,73,Sie züchteten Schweine on their,code_switching,farm,1
claude,73,They raised pigs on their,English,farm,1
gpt,73,They raised pigs on their,English,farm,1
mistral,73,They raised pigs on their,English,farm,1
claude,74,Er entschied sich für deutschen Wein because the imported stuff was too,code_switching,expensive,1
gpt,74,Er entschied sich für deutschen Wein because the imported stuff was too,code_switching,expensive,1
mistral,74,Er entschied sich für deutschen Wein because the imported stuff was too,code_switching,expensive,1
claude,74,He settled for German wine because the imported stuff was too,English,expensive,1
gpt,74,He settled for German wine because the imported stuff was too,English,expensive,1
mistral,74,He settled for German wine because the imported stuff was too,English,expensive,1
claude,75,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,open,1
gpt,75,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,open,0.8235294117647058
mistral,75,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,neighbor,0.6470588235294118
claude,75,Simon thinks it's ok to listen to loud music even if his door is,English,open,1
gpt,75,Simon thinks it's ok to listen to loud music even if his door is,English,closed,1
mistral,75,Simon thinks it's ok to listen to loud music even if his door is,English,closed,1
claude,76,His skin was bright red from spending time at the,English,beach,1
gpt,76,His skin was bright red from spending time at the,English,sun,0.7647058823529411
mistral,76,His skin was bright red from spending time at the,English,beach,1
claude,76,Seine Haut war knallrot from spending time at the,code_switching,beach,1
gpt,76,Seine Haut war knallrot from spending time at the,code_switching,sun,0.8235294117647058
mistral,76,Seine Haut war knallrot from spending time at the,code_switching,beach,0.7777777777777778
claude,77,Phil nutzte die Pipette und tat einige drops in his,code_switching,eye,1
gpt,77,Phil nutzte die Pipette und tat einige drops in his,code_switching,hand,0.6875
mistral,77,Phil nutzte die Pipette und tat einige drops in his,code_switching,glass,1
claude,77,Phil used the dropper to put some drops in his,English,eyes,1
gpt,77,Phil used the dropper to put some drops in his,English,eyes,1
mistral,77,Phil used the dropper to put some drops in his,English,eye,1
claude,78,"Der Oberst wünschte sich der Feldwebel würde seine Befehle nicht als höfliche Bitte wahrnehmen, but as a direct",code_switching,order,1
gpt,78,"Der Oberst wünschte sich der Feldwebel würde seine Befehle nicht als höfliche Bitte wahrnehmen, but as a direct",code_switching,order,1
mistral,78,"Der Oberst wünschte sich der Feldwebel würde seine Befehle nicht als höfliche Bitte wahrnehmen, but as a direct",code_switching,order,1
claude,78,The colonel wished the sergeant would treat his command not as a polite request but as a direct,English,order,1
gpt,78,The colonel wished the sergeant would treat his command not as a polite request but as a direct,English,order,1
mistral,78,The colonel wished the sergeant would treat his command not as a polite request but as a direct,English,order,1
claude,79,Sharon dried the bowls with a big,English,towel,1
gpt,79,Sharon dried the bowls with a big,English,towel,1
mistral,79,Sharon dried the bowls with a big,English,towel,1
claude,79,Sharon trocknete die Schüsseln with a big,code_switching,towel,1
gpt,79,Sharon trocknete die Schüsseln with a big,code_switching,towel,1
mistral,79,Sharon trocknete die Schüsseln with a big,code_switching,towel,1
claude,8,Marsha knew the guests could remain eating appetizers for at least another,English,hour,1
gpt,8,Marsha knew the guests could remain eating appetizers for at least another,English,hour,1
mistral,8,Marsha knew the guests could remain eating appetizers for at least another,English,hour,1
claude,80,Misch die Karten thoroughly before you,code_switching,deal,1
gpt,80,Misch die Karten thoroughly before you,code_switching,shuffle,0.47058823529411764
mistral,80,Misch die Karten thoroughly before you,code_switching,shuffle,1
claude,80,Shuffle the cards thoroughly before you,English,deal,1
gpt,80,Shuffle the cards thoroughly before you,English,play,1
mistral,80,Shuffle the cards thoroughly before you,English,deal,1
claude,81,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,sharp,1
gpt,81,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,dangerous,0.9411764705882353
mistral,81,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,sharp,1
claude,81,Esther didn't think the sword was dangerous because it wasn't very,English,sharp,1
gpt,81,Esther didn't think the sword was dangerous because it wasn't very,English,sharp,1
mistral,81,Esther didn't think the sword was dangerous because it wasn't very,English,sharp,1
claude,82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,mother,1
gpt,82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,completely,0.4117647058823529
mistral,82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,mother,1
claude,82,The child cried continuously and upset her,English,mother,1
gpt,82,The child cried continuously and upset her,English,mother,1
mistral,82,The child cried continuously and upset her,English,mother,1
claude,83,Die Mieter entschieden sich nach weiter steigenden Mietpreisen to take their landlord to,code_switching,court,1
gpt,83,Die Mieter entschieden sich nach weiter steigenden Mietpreisen to take their landlord to,code_switching,court,1
mistral,83,Die Mieter entschieden sich nach weiter steigenden Mietpreisen to take their landlord to,code_switching,court,1
claude,84,"Als George nicht in sein Auto kam, kniete er sich hin und suchte under the bumper for the spare",code_switching,key,1
gpt,84,"Als George nicht in sein Auto kam, kniete er sich hin und suchte under the bumper for the spare",code_switching,tire,1
mistral,84,"Als George nicht in sein Auto kam, kniete er sich hin und suchte under the bumper for the spare",code_switching,key,1
claude,84,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",English,key,1
gpt,84,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",English,tire,1
mistral,84,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",English,key,1
claude,85,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,truck,1
gpt,85,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,truck,0.7058823529411765
mistral,85,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,truck,1
claude,85,The construction worker had developed very powerful arms from unloading cement from the,English,truck,1
gpt,85,The construction worker had developed very powerful arms from unloading cement from the,English,truck,1
mistral,85,The construction worker had developed very powerful arms from unloading cement from the,English,trucks,1
claude,86,Es war ihr immer wichtig to be on,code_switching,time,1
gpt,86,Es war ihr immer wichtig to be on,code_switching,time,1
mistral,86,Es war ihr immer wichtig to be on,code_switching,time,1
claude,86,It was important for him to be on,English,time,1
gpt,86,It was important for him to be on,English,time,1
mistral,86,It was important for him to be on,English,time,1
claude,87,Die Katze lag gerne curled up in Jill's,code_switching,lap,1
gpt,87,Die Katze lag gerne curled up in Jill's,code_switching,lap,1
mistral,87,Die Katze lag gerne curled up in Jill's,code_switching,armchair,0.8235294117647058
claude,87,The cat liked to curl up in Jill's,English,lap,1
gpt,87,The cat liked to curl up in Jill's,English,lap,1
mistral,87,The cat liked to curl up in Jill's,English,blanket,0.8333333333333334
claude,88,Our long-awaited guests should be arriving,English,soon,1
gpt,88,Our long-awaited guests should be arriving,English,soon,1
mistral,88,Our long-awaited guests should be arriving,English,soon,1
claude,88,Unsere lang erwarteten Gäste should be arriving,code_switching,soon,1
gpt,88,Unsere lang erwarteten Gäste should be arriving,code_switching,soon,1
mistral,88,Unsere lang erwarteten Gäste should be arriving,code_switching,plane,0.7222222222222222
claude,89,Each night at midnight the boy scouts built a huge,English,bonfire,1
gpt,89,Each night at midnight the boy scouts built a huge,English,fire,0.9411764705882353
mistral,89,Each night at midnight the boy scouts built a huge,English,fire,1
claude,89,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,bonfire,1
gpt,89,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,fire,0.875
mistral,89,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,fire,1
claude,9,Every morning Susan braids her little daughter's hair and helps her dress for,English,school,1
gpt,9,Every morning Susan braids her little daughter's hair and helps her dress for,English,school,1
mistral,9,Every morning Susan braids her little daughter's hair and helps her dress for,English,school,1
claude,9,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school,1
gpt,9,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school,1
mistral,9,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school,1
claude,90,"Es regnet und ich habe alles vergessen: my coat, hat, and",code_switching,umbrella,1
gpt,90,"Es regnet und ich habe alles vergessen: my coat, hat, and",code_switching,scarf,0.8823529411764706
mistral,90,"Es regnet und ich habe alles vergessen: my coat, hat, and",code_switching,umbrella,1
claude,90,"It's raining, and I forgot everything: my coat, hat, and",English,umbrella,1
gpt,90,"It's raining, and I forgot everything: my coat, hat, and",English,umbrella,0.875
mistral,90,"It's raining, and I forgot everything: my coat, hat, and",English,umbrella,1
claude,91,I just had a new sound system installed in my brand new,English,car,1
gpt,91,I just had a new sound system installed in my brand new,English,home,1
mistral,91,I just had a new sound system installed in my brand new,English,car,1
claude,91,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,car,1
gpt,91,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,home,0.9411764705882353
mistral,91,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,home,1
claude,92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",code_switching,fragile,1
gpt,92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",code_switching,fragile,0.9444444444444444
mistral,92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked",code_switching,laughing,0.5555555555555556
claude,92,The movers seemed to take great delight in tossing the boxes marked,English,fragile,1
gpt,92,The movers seemed to take great delight in tossing the boxes marked,English,fragile,1
mistral,92,The movers seemed to take great delight in tossing the boxes marked,English,upstairs,0.6470588235294118
claude,93,An heißen Tagen sonnen sich viele Leute on the nearest,code_switching,beach,1
gpt,93,An heißen Tagen sonnen sich viele Leute on the nearest,code_switching,beach,1
mistral,93,An heißen Tagen sonnen sich viele Leute on the nearest,code_switching,beach,1
claude,93,"On hot days, many people sun themselves on the nearest",English,beach,1
gpt,93,"On hot days, many people sun themselves on the nearest",English,beach,1
mistral,93,"On hot days, many people sun themselves on the nearest",English,beach,1
claude,94,Er mochte Zitrone und Zucker in his hot,code_switching,tea,1
gpt,94,Er mochte Zitrone und Zucker in his hot,code_switching,tea,1
mistral,94,Er mochte Zitrone und Zucker in his hot,code_switching,tea,0.9444444444444444
claude,94,He liked lemon and sugar in his hot,English,tea,1
gpt,94,He liked lemon and sugar in his hot,English,tea,0.8125
mistral,94,He liked lemon and sugar in his hot,English,tea,0.7058823529411765
claude,95,Es ist schwer zuzugeben when one is,code_switching,wrong,1
gpt,95,Es ist schwer zuzugeben when one is,code_switching,wrong,0.5294117647058824
mistral,95,Es ist schwer zuzugeben when one is,code_switching,loses,0.5882352941176471
claude,95,It's hard to admit when one is,English,wrong,1
gpt,95,It's hard to admit when one is,English,wrong,1
mistral,95,It's hard to admit when one is,English,wrong,1
claude,96,"After dinner, they spent a long time over coffee just",English,talking,1
gpt,96,"After dinner, they spent a long time over coffee just",English,talking,1
mistral,96,"After dinner, they spent a long time over coffee just",English,talking,1
claude,96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,chatting,0.6111111111111112
gpt,96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,talking,0.3888888888888889
mistral,96,Nach dem Abendessen verbrachten sie viel Zeit over coffee just,code_switching,talking,0.9444444444444444
gpt,97,Der biologische Dünger helped enrich the,code_switching,soil,1
mistral,97,Der biologische Dünger helped enrich the,code_switching,soil,1
