inner_number,Item,Itemtype,cloze_clean,n,total,cloze_probability,participant
115,Das alte Klavier aus Italien was out of,code_switching,tune,21,25,0.84,gpt
115,The old piano from Italy was out of,English,tune,19,19,1,gpt
116,Das Kind kam auf die Welt with a rare,code_switching,condition,1,21,0.047619047619047616,gpt
116,Das Kind kam auf die Welt with a rare,code_switching,disease,16,21,0.7619047619047619,gpt
116,Das Kind kam auf die Welt with a rare,code_switching,gift,4,21,0.19047619047619047,gpt
116,The child was born with a rare,English,disease,24,24,1,gpt
117,She pulled her head out from under the faucet and reached for a,English,towel,21,21,1,gpt
117,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,soap,1,25,0.04,gpt
117,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,towel,24,25,0.96,gpt
118,Er schlich sich in den room without a,code_switching,key,19,20,0.95,gpt
118,Er schlich sich in den room without a,code_switching,weapon,1,20,0.05,gpt
118,He crept into the room without a,English,sound,25,25,1,gpt
119,Der Ausgang war gekennzeichnet by a large,code_switching,crowd,7,26,0.2692307692307692,gpt
119,Der Ausgang war gekennzeichnet by a large,code_switching,sign,19,26,0.7307692307692307,gpt
119,The exit was marked by a large,English,sign,22,22,1,gpt
12,"Mike felt sorry, but it was not his",English,fault,19,19,1,gpt
12,"Mike tat es leid, but it was not his",code_switching,fault,17,17,1,gpt
120,Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original,code_switching,price,21,21,1,gpt
120,Joe went to the hardware store and bought a replacement window at twice the original,English,price,25,25,1,gpt
121,Sam could not believe her story was,English,true,22,22,1,gpt
121,Sam konnte nicht glauben dass her story was,code_switching,false,1,25,0.04,gpt
121,Sam konnte nicht glauben dass her story was,code_switching,true,24,25,0.96,gpt
122,The Hausordnung erlaubte es Besuchern nicht to feed the,code_switching,animals,22,22,1,gpt
122,The house rules did not allow visitors to feed the,English,animals,25,25,1,gpt
123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,building,1,24,0.041666666666666664,gpt
123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,room,15,24,0.625,gpt
123,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,table,8,24,0.3333333333333333,gpt
124,She honestly seriously thought she had seen a,English,ghost,24,26,0.9230769230769231,gpt
124,She honestly seriously thought she had seen a,English,unicorn,2,26,0.07692307692307693,gpt
124,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,dog,9,22,0.4090909090909091,gpt
124,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,ghost,13,22,0.5909090909090909,gpt
125,"After the jeweler was asked, he would examine the ring's huge",English,size,17,21,0.8095238095238095,gpt
125,"After the jeweler was asked, he would examine the ring's huge",English,stone,4,21,0.19047619047619047,gpt
125,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",code_switching,size,24,24,1,gpt
126,He always drinks tea in the morning and uses a special filter to catch the loose,English,leaf,25,25,1,gpt
126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,leaf,3,22,0.13636363636363635,gpt
126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,leaves,9,22,0.4090909090909091,gpt
126,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,tea,10,22,0.45454545454545453,gpt
127,She installed a new anti-virus program and is now convinced that her laptop is,English,infected,6,22,0.2727272727272727,gpt
127,She installed a new anti-virus program and is now convinced that her laptop is,English,secure,16,22,0.7272727272727273,gpt
127,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",code_switching,secure,26,26,1,gpt
128,"She needed a special charging cable, but could not find it inside her",English,bag,13,24,0.5416666666666666,gpt
128,"She needed a special charging cable, but could not find it inside her",English,drawer,7,24,0.2916666666666667,gpt
128,"She needed a special charging cable, but could not find it inside her",English,house,1,24,0.041666666666666664,gpt
128,"She needed a special charging cable, but could not find it inside her",English,purse,3,24,0.125,gpt
128,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her",code_switching,bag,22,22,1,gpt
129,Er nahm sich einen kleinen Taschenrechner und typed in some,code_switching,numbers,26,26,1,gpt
129,He took a small pocket calculator and typed in some,English,numbers,22,22,1,gpt
13,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,answers,15,18,0.8333333333333334,gpt
13,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,names,3,18,0.16666666666666666,gpt
13,The teacher saw that some students were cheating and wrote down their,English,names,18,18,1,gpt
130,Er holt einen neuen Korkenzieher and opened the,code_switching,bottle,20,20,1,gpt
130,He took a new cork screw and opened the,English,bottle,26,26,1,gpt
131,He folded out a big drying rack to dry the,English,clothes,22,22,1,gpt
132,She grabbed a big pitcher near the sink and filled it with,English,water,23,23,1,gpt
132,Sie schnappte sich am Waschbecken eine große Kanne and filled it with,code_switching,water,22,22,1,gpt
133,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,tire,1,24,0.041666666666666664,gpt
133,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,tires,23,24,0.9583333333333334,gpt
133,He borrowed a good bicycle pump from Petra to inflate the,English,tires,21,21,1,gpt
134,Er kaufte sich einen neuen Rasierer to trim his,code_switching,beard,19,20,0.95,gpt
134,Er kaufte sich einen neuen Rasierer to trim his,code_switching,hair,1,20,0.05,gpt
134,He bought a new razor to trim his,English,beard,26,26,1,gpt
135,Er nahm sich ein neues Taschentuch to wipe his,code_switching,nose,23,23,1,gpt
135,He got out a clean tissue to wipe his,English,nose,20,20,1,gpt
136,"When he got older, he got himself a pair of new reading glasses to read the",English,books,1,26,0.038461538461538464,gpt
136,"When he got older, he got himself a pair of new reading glasses to read the",English,newspaper,25,26,0.9615384615384616,gpt
137,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,code_switching,groceries,26,26,1,gpt
137,In the supermarket he took a big shopping cart and started filling it with,English,groceries,20,20,1,gpt
138,She needs a custom-made wheel chair with an electric,English,motor,25,25,1,gpt
138,Sie braucht einen maßgefertigten Rollstuhl with an electric,code_switching,motor,22,22,1,gpt
139,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,cake,17,25,0.68,gpt
139,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,top,8,25,0.32,gpt
139,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,cake,3,21,0.14285714285714285,gpt
139,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,top,18,21,0.8571428571428571,gpt
14,Maria schloss das Fenster vorne and locked the back,code_switching,door,16,16,1,gpt
14,Maria shut the front window and locked the back,English,door,18,18,1,gpt
140,She took her new pen to take some,English,notes,11,25,0.44,gpt
140,She took her new pen to take some,English,write,14,25,0.56,gpt
140,Sie nahm sich einen neuen Stift to take some,code_switching,notes,22,22,1,gpt
141,Das Mädchen holte sich einen luxuriösen Fön and dried her,code_switching,hair,25,25,1,gpt
141,The girl got herself a fancy blowdryer and dried her,English,hair,22,22,1,gpt
142,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",English,microscope,26,26,1,gpt
143,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy",English,cushion,20,20,1,gpt
15,Man kann die Tür nicht öffnen with the wrong,code_switching,imsorrybuticanonlycompletesentencesthatareinenglishspanishoramixofthosetwolanguages,1,18,0.05555555555555555,gpt
15,Man kann die Tür nicht öffnen with the wrong,code_switching,key,17,18,0.9444444444444444,gpt
15,You can't open the door with the wrong,English,key,17,17,1,gpt
16,I didn't like the show so I changed the,English,channel,19,19,1,gpt
16,Mir hat die Show nicht gefallen so I changed the,code_switching,channel,18,18,1,gpt
17,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark,17,17,1,gpt
17,When the power went out we couldn't see anything and the house became,English,dark,16,16,1,gpt
18,Alfonso has started biking to work instead of driving his,English,car,17,17,1,gpt
18,"Alfonso hat angefangen, mit dem Fahrrad zur Arbeit zu fahren, instead of driving his",code_switching,car,18,18,1,gpt
19,A dog in good health has a good sense of,English,smell,17,17,1,gpt
19,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell,18,18,1,gpt
2,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse,17,17,1,gpt
20,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,families,11,17,0.6470588235294118,gpt
20,Die meisten Menschen in unserem Land spend December 25th with their,code_switching,family,6,17,0.35294117647058826,gpt
20,Most people in our country spend December 25th with their,English,family,19,19,1,gpt
21,Sie sahen den Blitz and clearly heard the,code_switching,sound,2,19,0.10526315789473684,gpt
21,Sie sahen den Blitz and clearly heard the,code_switching,thunder,17,19,0.8947368421052632,gpt
21,They saw the lightening and clearly heard the,English,thunder,17,17,1,gpt
22,She had to leave the movie when the baby started to,English,cry,18,18,1,gpt
22,"Sie musste den Film verlassen, denn the baby started to",code_switching,cry,18,18,1,gpt
23,"I greeted him, but I could not remember his",English,name,17,17,1,gpt
23,"Ich begrüßte ihn, aber I could not remember his",code_switching,name,19,19,1,gpt
24,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,answer,5,19,0.2631578947368421,gpt
24,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone,14,19,0.7368421052631579,gpt
24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,door,1,17,0.058823529411764705,gpt
24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,fire,9,17,0.5294117647058824,gpt
24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,heat,4,17,0.23529411764705882,gpt
24,"Obwohl sie es klingeln hörte, war Nancy zu beschäftigt damit, den Kamin zu reinigen, to get the",code_switching,warmth,3,17,0.17647058823529413,gpt
25,"After the hurricane shattered the window, the room was filled with broken",English,glass,17,17,1,gpt
25,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass,19,19,1,gpt
26,Der unhöfliche Kellner im Restaurant was not given a,code_switching,tip,18,18,1,gpt
26,The rude waiter in the restaurant was not given a,English,tip,18,18,1,gpt
27,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent,19,19,1,gpt
27,That he had grown up in the South you could tell by his,English,accent,17,17,1,gpt
28,Be careful because the top of the stove is very,English,hot,19,19,1,gpt
29,"Wenn du ins Bett gehst, turn off the",code_switching,light,9,19,0.47368421052631576,gpt
29,"Wenn du ins Bett gehst, turn off the",code_switching,lights,10,19,0.5263157894736842,gpt
29,When you go to bed turn off the,English,light,10,18,0.5555555555555556,gpt
29,When you go to bed turn off the,English,lights,8,18,0.4444444444444444,gpt
3,"After realizing he forgot utensils for his salad, the customer went back to get himself a",English,fork,17,17,1,gpt
3,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork,19,19,1,gpt
30,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,balloon,9,17,0.5294117647058824,gpt
30,Paul malte den Anzug des Clowns blau und gab him a big red,code_switching,nose,8,17,0.47058823529411764,gpt
30,Paul painted the clown's suit blue and gave him a big red,English,nose,19,19,1,gpt
31,Bill jumped in the lake and made a big,English,splash,18,18,1,gpt
31,Bill sprang in den See and made a big,code_switching,splash,18,18,1,gpt
32,"Sein Chef in der Firma, in der er nachmittags arbeitet, refused to give him a",code_switching,raise,17,17,1,gpt
32,The boss of the store where he worked afternoons refused to give him a,English,raise,17,17,1,gpt
33,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night,19,19,1,gpt
33,"He knew that he could call Chris, even in the middle of the",English,night,17,17,1,gpt
34,Die Kinder der Schule vor meinem Haus went outside to,code_switching,play,18,18,1,gpt
34,The children from the school across from my house went outside to,English,play,18,18,1,gpt
35,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk,18,18,1,gpt
35,The young mother in the neighborhood fed her baby some warm,English,milk,18,18,1,gpt
36,"Die Schulen wurden geschlossen, weil die Lehrer beschlossen to go on",code_switching,strike,18,18,1,gpt
36,The schools closed down because the teachers decided to go on,English,strike,18,18,1,gpt
37,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee,18,18,1,gpt
37,"Within minutes of arriving at the office, the detective spilled his thermos full of",English,coffee,18,18,1,gpt
38,Mein Mitbewohner aus Berlin ließ the dirty dishes in the,code_switching,sink,17,17,1,gpt
38,My roommate from Berlin left the dirty dishes in the,English,sink,19,19,1,gpt
39,Richard was afraid to walk near the edge of the cliff because he was afraid to,English,fall,16,16,1,gpt
4,"Das kleine Mädchen weigerte sich, schlafen zu gehen, until he told her a",code_switching,story,16,16,1,gpt
4,The little girl refused to go to sleep until he told her a,English,story,19,19,1,gpt
40,Die Mathelehrerin der vierten Klasse konnte nicht gut sehen without her thick,code_switching,glasses,16,16,1,gpt
40,The fourth grade math teacher could not see well without her thick,English,glasses,19,19,1,gpt
41,Die meisten Haiangriffe passieren very close to,code_switching,shore,18,18,1,gpt
41,Most shark attacks occur very close to,English,shore,16,16,1,gpt
42,Alle hupten den alten Mann an who was driving too,code_switching,fast,11,18,0.6111111111111112,gpt
42,Alle hupten den alten Mann an who was driving too,code_switching,late,2,18,0.1111111111111111,gpt
42,Alle hupten den alten Mann an who was driving too,code_switching,slow,2,18,0.1111111111111111,gpt
42,Alle hupten den alten Mann an who was driving too,code_switching,slowly,3,18,0.16666666666666666,gpt
42,Everyone was honking at the old man who was driving too,English,fast,14,19,0.7368421052631579,gpt
42,Everyone was honking at the old man who was driving too,English,slowly,5,19,0.2631578947368421,gpt
43,Keine seiner Geschichten made any real,code_switching,difference,1,19,0.05263157894736842,gpt
43,Keine seiner Geschichten made any real,code_switching,impact,17,19,0.8947368421052632,gpt
43,Keine seiner Geschichten made any real,code_switching,sense,1,19,0.05263157894736842,gpt
43,None of his stories made any real,English,difference,5,18,0.2777777777777778,gpt
43,None of his stories made any real,English,impact,13,18,0.7222222222222222,gpt
44,Der Sekretär des Büros schickte the letter without a,code_switching,delay,2,18,0.1111111111111111,gpt
44,Der Sekretär des Büros schickte the letter without a,code_switching,doubt,1,18,0.05555555555555555,gpt
44,Der Sekretär des Büros schickte the letter without a,code_switching,response,7,18,0.3888888888888889,gpt
44,Der Sekretär des Büros schickte the letter without a,code_switching,signature,8,18,0.4444444444444444,gpt
44,The office secretary mailed the letter without a,English,stamp,17,17,1,gpt
45,Die Kühe liefen von der Sonne weg into the cool,code_switching,air,3,17,0.17647058823529413,gpt
45,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade,14,17,0.8235294117647058,gpt
45,The cows moved from the sun into the cool,English,shade,18,18,1,gpt
46,Der Mann nebenan spielte his stereo much too,code_switching,loud,17,17,1,gpt
46,The man downstairs played his stereo much too,English,loud,4,18,0.2222222222222222,gpt
46,The man downstairs played his stereo much too,English,loudly,14,18,0.7777777777777778,gpt
47,Die Jungen spielten Murmeln and the girls jumped,code_switching,high,6,18,0.3333333333333333,gpt
47,Die Jungen spielten Murmeln and the girls jumped,code_switching,higher,8,18,0.4444444444444444,gpt
47,Die Jungen spielten Murmeln and the girls jumped,code_switching,over,3,18,0.16666666666666666,gpt
47,Die Jungen spielten Murmeln and the girls jumped,code_switching,rope,1,18,0.05555555555555555,gpt
47,The boys played marbles and the girls jumped,English,rope,18,18,1,gpt
48,Der Surfer aus Hawaii fiel von seinem Surfboard after the first big,code_switching,wave,17,17,1,gpt
48,The surfer from Hawaii fell off his surfboard after the first big,English,wave,18,18,1,gpt
49,Tim threw a rock and broke the,English,window,17,17,1,gpt
49,Tim warf einen Stein and broke the,code_switching,window,17,17,1,gpt
5,He wrote himself a note so that he wouldn't,English,forget,17,17,1,gpt
50,Steve spilled coffee all over his white,English,shirt,17,17,1,gpt
50,Steve verschüttete Kaffee all over his white,code_switching,shirt,18,18,1,gpt
51,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",code_switching,dangerous,16,16,1,gpt
51,He decided to travel to Iran even though he knew it could be,English,dangerous,18,18,1,gpt
52,Cold damp weather makes her joints ache so she took some aspirin for the,English,pain,16,16,1,gpt
52,"Kalte, feuchte Witterung lässt ihre Gelenke schmerzen, deshalb nahm sie some aspirin for the",code_switching,pain,16,16,1,gpt
53,"Before she arrived, he opened a bottle of wine and put on some soft",English,music,17,17,1,gpt
53,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",code_switching,music,16,16,1,gpt
54,Das Schiff mit den weißen Segeln verschwand into the thick,code_switching,fog,18,18,1,gpt
54,The ship with the white sails disappeared into the thick,English,fog,17,17,1,gpt
55,Ron bought a board for the window that was too long and then he bought one that was way too,English,short,17,17,1,gpt
55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,big,6,16,0.375,gpt
55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,long,7,16,0.4375,gpt
55,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,short,3,16,0.1875,gpt
56,"Als das Wetter wärmer wurde, begann Mark, seine leichtere Jacke zu tragen, und zwar nicht his heavy winter",code_switching,coat,18,18,1,gpt
56,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",English,coat,16,16,1,gpt
57,Er kaufte ihr eine Perlenkette for her,code_switching,birthday,12,17,0.7058823529411765,gpt
57,Er kaufte ihr eine Perlenkette for her,code_switching,gift,5,17,0.29411764705882354,gpt
57,He bought her a pearl necklace for her,English,birthday,17,17,1,gpt
58,Der junge Mann im Park must keep his pet on a,code_switching,leash,18,18,1,gpt
58,The young man in the park must keep his pet on a,English,leash,16,16,1,gpt
59,"Rachel liebt den Geruch von Tabak, but she can't stand all the",code_switching,smoke,16,16,1,gpt
59,Rachel loves the smell of tobacco but she can't stand all the,English,smoke,18,18,1,gpt
6,Die Häftlinge im Gefängnis were planning their,code_switching,escape,18,18,1,gpt
6,The inmates in prison were planning their,English,escape,19,19,1,gpt
60,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",code_switching,arrive,15,16,0.9375,gpt
60,"Er hatte gerade genug Zeit, einen Kuchen zu kaufen und sich umzuziehen before the guests",code_switching,arrived,1,16,0.0625,gpt
60,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrive,8,17,0.47058823529411764,gpt
60,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrived,9,17,0.5294117647058824,gpt
61,Das Eichhörnchen versteckte ein paar Nüsse in the big,code_switching,tree,16,16,1,gpt
61,The squirrel stored some nuts in the big,English,tree,18,18,1,gpt
62,Every morning before school his mother laid out his clothes and packed his,English,bag,16,16,1,gpt
62,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,code_switching,bag,14,18,0.7777777777777778,gpt
62,Jeden morgen vor der Schule legte seine Mutter seine Kleidung raus and packed his,code_switching,lunch,4,18,0.2222222222222222,gpt
63,"Er kündigte seinen Job und verließ seine Familie, so he could sail around the",code_switching,world,16,16,1,gpt
63,He quit his job and left his family so that he could sail around the,English,world,18,18,1,gpt
64,Berühre auf gar keinen Fall the sticky wet,code_switching,floor,14,16,0.875,gpt
64,Berühre auf gar keinen Fall the sticky wet,code_switching,surface,1,16,0.0625,gpt
64,Berühre auf gar keinen Fall the sticky wet,code_switching,thing,1,16,0.0625,gpt
64,"In any case, don't touch the sticky wet",English,floor,10,17,0.5882352941176471,gpt
64,"In any case, don't touch the sticky wet",English,mess,1,17,0.058823529411764705,gpt
64,"In any case, don't touch the sticky wet",English,surface,2,17,0.11764705882352941,gpt
64,"In any case, don't touch the sticky wet",English,thing,4,17,0.23529411764705882,gpt
65,Cats loved to be scratched behind the,English,ears,18,18,1,gpt
65,"Katzen lieben es, gekrault zu werden behind the",code_switching,couch,4,17,0.23529411764705882,gpt
65,"Katzen lieben es, gekrault zu werden behind the",code_switching,ears,4,17,0.23529411764705882,gpt
65,"Katzen lieben es, gekrault zu werden behind the",code_switching,scenes,2,17,0.11764705882352941,gpt
65,"Katzen lieben es, gekrault zu werden behind the",code_switching,sofa,7,17,0.4117647058823529,gpt
66,Die weiße Möve tauchte ab and caught a,code_switching,fish,18,18,1,gpt
66,The white seagull dove down and caught a,English,fish,15,15,1,gpt
67,John fegte den Boden with a long,code_switching,broom,7,16,0.4375,gpt
67,John fegte den Boden with a long,code_switching,brush,1,16,0.0625,gpt
67,John fegte den Boden with a long,code_switching,handle,7,16,0.4375,gpt
67,John fegte den Boden with a long,code_switching,mop,1,16,0.0625,gpt
67,John swept the floor with a long,English,mop,18,18,1,gpt
68,He was cold most of the night and finally got up to get another,English,blanket,17,17,1,gpt
68,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",code_switching,blanket,1,16,0.0625,gpt
68,"Ihm war die ganze Nacht kalt, bis er schließlich aufstand to get another",code_switching,drink,15,16,0.9375,gpt
69,"At first the boy refused, but eventually he changed his",English,mind,16,16,1,gpt
7,Giraffes are known for their long necks and zebras for their,English,stripes,18,18,1,gpt
70,Rafael möchte den Wald schützen by guarding every,code_switching,day,1,17,0.058823529411764705,gpt
70,Rafael möchte den Wald schützen by guarding every,code_switching,tree,16,17,0.9411764705882353,gpt
70,Rafael wants to preserve the forest by guarding every,English,tree,16,16,1,gpt
71,Es gab bunte Bilder on every single,code_switching,day,3,16,0.1875,gpt
71,Es gab bunte Bilder on every single,code_switching,occasion,1,16,0.0625,gpt
71,Es gab bunte Bilder on every single,code_switching,page,9,16,0.5625,gpt
71,Es gab bunte Bilder on every single,code_switching,wall,3,16,0.1875,gpt
71,There were colorful pictures on every single,English,wall,17,17,1,gpt
72,"At the end of the trip, Pam had no more clothes to",English,wash,1,16,0.0625,gpt
72,"At the end of the trip, Pam had no more clothes to",English,wear,15,16,0.9375,gpt
72,Pam hatte am Ende der Reise no more clothes to,code_switching,clothes,6,15,0.4,gpt
72,Pam hatte am Ende der Reise no more clothes to,code_switching,wear,9,15,0.6,gpt
73,Sie züchteten Schweine on their,code_switching,farm,17,17,1,gpt
73,They raised pigs on their,English,farm,16,16,1,gpt
74,Er entschied sich für deutschen Wein because the imported stuff was too,code_switching,expensive,18,18,1,gpt
74,He settled for German wine because the imported stuff was too,English,expensive,16,16,1,gpt
75,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,closed,3,17,0.17647058823529413,gpt
75,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,open,14,17,0.8235294117647058,gpt
75,Simon thinks it's ok to listen to loud music even if his door is,English,closed,16,16,1,gpt
76,His skin was bright red from spending time at the,English,beach,4,17,0.23529411764705882,gpt
76,His skin was bright red from spending time at the,English,sun,13,17,0.7647058823529411,gpt
76,Seine Haut war knallrot from spending time at the,code_switching,beach,3,17,0.17647058823529413,gpt
76,Seine Haut war knallrot from spending time at the,code_switching,sun,14,17,0.8235294117647058,gpt
77,Phil nutzte die Pipette und tat einige drops in his,code_switching,eye,1,16,0.0625,gpt
77,Phil nutzte die Pipette und tat einige drops in his,code_switching,hand,11,16,0.6875,gpt
77,Phil nutzte die Pipette und tat einige drops in his,code_switching,sample,4,16,0.25,gpt
77,Phil used the dropper to put some drops in his,English,eyes,17,17,1,gpt
78,"Der Oberst wünschte sich der Feldwebel würde seine Befehle nicht als höfliche Bitte wahrnehmen, but as a direct",code_switching,order,15,15,1,gpt
78,The colonel wished the sergeant would treat his command not as a polite request but as a direct,English,order,16,16,1,gpt
79,Sharon dried the bowls with a big,English,towel,18,18,1,gpt
79,Sharon trocknete die Schüsseln with a big,code_switching,towel,17,17,1,gpt
8,Marsha knew the guests could remain eating appetizers for at least another,English,hour,19,19,1,gpt
80,Misch die Karten thoroughly before you,code_switching,deal,3,17,0.17647058823529413,gpt
80,Misch die Karten thoroughly before you,code_switching,play,6,17,0.35294117647058826,gpt
80,Misch die Karten thoroughly before you,code_switching,shuffle,8,17,0.47058823529411764,gpt
80,Shuffle the cards thoroughly before you,English,play,17,17,1,gpt
81,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,dangerous,16,17,0.9411764705882353,gpt
81,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,sharp,1,17,0.058823529411764705,gpt
81,Esther didn't think the sword was dangerous because it wasn't very,English,sharp,17,17,1,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,again,1,17,0.058823529411764705,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,badly,2,17,0.11764705882352941,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,completely,7,17,0.4117647058823529,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,deeply,3,17,0.17647058823529413,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,mother,1,17,0.058823529411764705,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,today,2,17,0.11764705882352941,gpt
82,Das Kleinkind schrie ununterbrochen and upset her,code_switching,too,1,17,0.058823529411764705,gpt
82,The child cried continuously and upset her,English,mother,17,17,1,gpt
83,Die Mieter entschieden sich nach weiter steigenden Mietpreisen to take their landlord to,code_switching,court,15,15,1,gpt
84,"Als George nicht in sein Auto kam, kniete er sich hin und suchte under the bumper for the spare",code_switching,tire,15,15,1,gpt
84,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",English,tire,16,16,1,gpt
85,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,site,5,17,0.29411764705882354,gpt
85,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,truck,12,17,0.7058823529411765,gpt
85,The construction worker had developed very powerful arms from unloading cement from the,English,truck,16,16,1,gpt
86,Es war ihr immer wichtig to be on,code_switching,time,17,17,1,gpt
86,It was important for him to be on,English,time,16,16,1,gpt
87,Die Katze lag gerne curled up in Jill's,code_switching,lap,17,17,1,gpt
87,The cat liked to curl up in Jill's,English,lap,17,17,1,gpt
88,Our long-awaited guests should be arriving,English,soon,17,17,1,gpt
88,Unsere lang erwarteten Gäste should be arriving,code_switching,soon,17,17,1,gpt
89,Each night at midnight the boy scouts built a huge,English,campfire,1,17,0.058823529411764705,gpt
89,Each night at midnight the boy scouts built a huge,English,fire,16,17,0.9411764705882353,gpt
89,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,campfire,2,16,0.125,gpt
89,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,fire,14,16,0.875,gpt
9,Every morning Susan braids her little daughter's hair and helps her dress for,English,school,16,16,1,gpt
9,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school,17,17,1,gpt
90,"Es regnet und ich habe alles vergessen: my coat, hat, and",code_switching,gloves,2,17,0.11764705882352941,gpt
90,"Es regnet und ich habe alles vergessen: my coat, hat, and",code_switching,scarf,15,17,0.8823529411764706,gpt
90,"It's raining, and I forgot everything: my coat, hat, and",English,gloves,1,16,0.0625,gpt
90,"It's raining, and I forgot everything: my coat, hat, and",English,scarf,1,16,0.0625,gpt
90,"It's raining, and I forgot everything: my coat, hat, and",English,umbrella,14,16,0.875,gpt
91,I just had a new sound system installed in my brand new,English,home,17,17,1,gpt
91,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,home,16,17,0.9411764705882353,gpt
