"","inner_number","Item","Itemtype","cloze_clean","n","total","cloze_probability"
"595",85,"The construction worker had developed very powerful arms from unloading cement from the","English","trucks",1,18,0.0555555555555556
"596",86,"Es war ihr immer wichtig to be on","code_switching","fire",1,18,0.0555555555555556
"597",86,"Es war ihr immer wichtig to be on","code_switching","television",1,18,0.0555555555555556
"598",86,"Es war ihr immer wichtig to be on","code_switching","time",13,18,0.722222222222222
"599",86,"Es war ihr immer wichtig to be on","code_switching","top",2,18,0.111111111111111
"600",86,"Es war ihr immer wichtig to be on","code_switching","vacation",1,18,0.0555555555555556
"601",86,"It was important for him to be on","English","drugs",1,17,0.0588235294117647
"602",86,"It was important for him to be on","English","instagram",1,17,0.0588235294117647
"603",86,"It was important for him to be on","English","television",1,17,0.0588235294117647
"604",86,"It was important for him to be on","English","time",11,17,0.647058823529412
"605",86,"It was important for him to be on","English","tv",3,17,0.176470588235294
"606",87,"Die Katze lag gerne curled up in Jill's","code_switching","bed",3,17,0.176470588235294
"607",87,"Die Katze lag gerne curled up in Jill's","code_switching","blanket",1,17,0.0588235294117647
"608",87,"Die Katze lag gerne curled up in Jill's","code_switching","chair",1,17,0.0588235294117647
"609",87,"Die Katze lag gerne curled up in Jill's","code_switching","lap",12,17,0.705882352941177
"610",87,"The cat liked to curl up in Jill's","English","arms",1,18,0.0555555555555556
"611",87,"The cat liked to curl up in Jill's","English","bed",1,18,0.0555555555555556
"612",87,"The cat liked to curl up in Jill's","English","blanket",1,18,0.0555555555555556
"613",87,"The cat liked to curl up in Jill's","English","crotch",1,18,0.0555555555555556
"614",87,"The cat liked to curl up in Jill's","English","hoodie",1,18,0.0555555555555556
"615",87,"The cat liked to curl up in Jill's","English","lap",11,18,0.611111111111111
"616",87,"The cat liked to curl up in Jill's","English","legs",1,18,0.0555555555555556
"617",87,"The cat liked to curl up in Jill's","English","sweater",1,18,0.0555555555555556
"618",88,"Our long-awaited guests should be arriving","English","motherent",1,17,0.0588235294117647
"619",88,"Our long-awaited guests should be arriving","English","soon",16,17,0.941176470588235
"620",88,"Unsere lang erwarteten Gäste should be arriving","code_switching","anyminute",1,18,0.0555555555555556
"621",88,"Unsere lang erwarteten Gäste should be arriving","code_switching","short",1,18,0.0555555555555556
"622",88,"Unsere lang erwarteten Gäste should be arriving","code_switching","soon",15,18,0.833333333333333
"623",88,"Unsere lang erwarteten Gäste should be arriving","code_switching","tomorrow",1,18,0.0555555555555556
"624",89,"Each night at midnight the boy scouts built a huge","English","camp",1,18,0.0555555555555556
"625",89,"Each night at midnight the boy scouts built a huge","English","fire",8,18,0.444444444444444
"626",89,"Each night at midnight the boy scouts built a huge","English","fort",2,18,0.111111111111111
"627",89,"Each night at midnight the boy scouts built a huge","English","fortress",2,18,0.111111111111111
"628",89,"Each night at midnight the boy scouts built a huge","English","sandcastle",1,18,0.0555555555555556
"629",89,"Each night at midnight the boy scouts built a huge","English","shrine",1,18,0.0555555555555556
"630",89,"Each night at midnight the boy scouts built a huge","English","tent",3,18,0.166666666666667
"631",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","discovery",1,17,0.0588235294117647
"632",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","fire",5,17,0.294117647058824
"633",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","hike",1,17,0.0588235294117647
"634",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","noise",1,17,0.0588235294117647
"635",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","party",7,17,0.411764705882353
"636",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","track",1,17,0.0588235294117647
"637",89,"Jede Nacht um Mitternacht machten the boy scouts a huge","code_switching","walk",1,17,0.0588235294117647
"638",90,"Es regnet und ich habe alles vergessen: my coat, hat, and","code_switching","gloves",1,18,0.0555555555555556
"639",90,"Es regnet und ich habe alles vergessen: my coat, hat, and","code_switching","scarf",3,18,0.166666666666667
"640",90,"Es regnet und ich habe alles vergessen: my coat, hat, and","code_switching","shoe",2,18,0.111111111111111
"641",90,"Es regnet und ich habe alles vergessen: my coat, hat, and","code_switching","umbrella",11,18,0.611111111111111
"642",90,"Es regnet und ich habe alles vergessen: my coat, hat, and","code_switching","underpants",1,18,0.0555555555555556
"643",90,"It's raining, and I forgot everything: my coat, hat, and","English","boots",1,17,0.0588235294117647
"644",90,"It's raining, and I forgot everything: my coat, hat, and","English","dignity",1,17,0.0588235294117647
"645",90,"It's raining, and I forgot everything: my coat, hat, and","English","phone",1,17,0.0588235294117647
"646",90,"It's raining, and I forgot everything: my coat, hat, and","English","shoe",1,17,0.0588235294117647
"647",90,"It's raining, and I forgot everything: my coat, hat, and","English","umbrella",13,17,0.764705882352941
"648",91,"I just had a new sound system installed in my brand new","English","apartment",3,18,0.166666666666667
"649",91,"I just had a new sound system installed in my brand new","English","car",12,18,0.666666666666667
"650",91,"I just had a new sound system installed in my brand new","English","flat",1,18,0.0555555555555556
"651",91,"I just had a new sound system installed in my brand new","English","house",1,18,0.0555555555555556
"652",91,"I just had a new sound system installed in my brand new","English","studio",1,18,0.0555555555555556
"653",91,"Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new","code_switching","apartment",5,17,0.294117647058824
"654",91,"Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new","code_switching","audi",1,17,0.0588235294117647
"655",91,"Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new","code_switching","car",10,17,0.588235294117647
"656",91,"Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new","code_switching","room",1,17,0.0588235294117647
"657",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","around",1,18,0.0555555555555556
"658",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","black",1,18,0.0555555555555556
"659",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","fragile",12,18,0.666666666666667
"660",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","packages",1,18,0.0555555555555556
"661",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","red",1,18,0.0555555555555556
"662",92,"Die Umzugsleute schienen es sehr zu genießen, to toss the boxes marked","code_switching","trash",2,18,0.111111111111111
"663",92,"The movers seemed to take great delight in tossing the boxes marked","English","fragile",11,17,0.647058823529412
"664",92,"The movers seemed to take great delight in tossing the boxes marked","English","glass",2,17,0.117647058823529
"665",92,"The movers seemed to take great delight in tossing the boxes marked","English","red",2,17,0.117647058823529
"666",92,"The movers seemed to take great delight in tossing the boxes marked","English","something",1,17,0.0588235294117647
"667",92,"The movers seemed to take great delight in tossing the boxes marked","English","trash",1,17,0.0588235294117647
"668",93,"An heißen Tagen sonnen sich viele Leute on the nearest","code_switching","beach",13,17,0.764705882352941
"669",93,"An heißen Tagen sonnen sich viele Leute on the nearest","code_switching","bench",1,17,0.0588235294117647
"670",93,"An heißen Tagen sonnen sich viele Leute on the nearest","code_switching","lake",3,17,0.176470588235294
"671",93,"On hot days, many people sun themselves on the nearest","English","beach",16,18,0.888888888888889
"672",93,"On hot days, many people sun themselves on the nearest","English","place",1,18,0.0555555555555556
"673",93,"On hot days, many people sun themselves on the nearest","English","riverbank",1,18,0.0555555555555556
"674",94,"Er mochte Zitrone und Zucker in his hot","code_switching","beer",1,18,0.0555555555555556
"675",94,"Er mochte Zitrone und Zucker in his hot","code_switching","coffee",2,18,0.111111111111111
"676",94,"Er mochte Zitrone und Zucker in his hot","code_switching","tea",14,18,0.777777777777778
"677",94,"Er mochte Zitrone und Zucker in his hot","code_switching","water",1,18,0.0555555555555556
"678",94,"He liked lemon and sugar in his hot","English","milk",1,17,0.0588235294117647
"679",94,"He liked lemon and sugar in his hot","English","tea",16,17,0.941176470588235
"680",95,"Es ist schwer zuzugeben when one is","code_switching","guilty",1,17,0.0588235294117647
"681",95,"Es ist schwer zuzugeben when one is","code_switching","insecure",1,17,0.0588235294117647
"682",95,"Es ist schwer zuzugeben when one is","code_switching","lonely",1,17,0.0588235294117647
"683",95,"Es ist schwer zuzugeben when one is","code_switching","lying",5,17,0.294117647058824
"684",95,"Es ist schwer zuzugeben when one is","code_switching","sad",1,17,0.0588235294117647
"685",95,"Es ist schwer zuzugeben when one is","code_switching","stressed",1,17,0.0588235294117647
"686",95,"Es ist schwer zuzugeben when one is","code_switching","wrong",7,17,0.411764705882353
"687",95,"It's hard to admit when one is","English","angry",1,18,0.0555555555555556
"688",95,"It's hard to admit when one is","English","evil",1,18,0.0555555555555556
"689",95,"It's hard to admit when one is","English","guilty",1,18,0.0555555555555556
"690",95,"It's hard to admit when one is","English","poor",1,18,0.0555555555555556
"691",95,"It's hard to admit when one is","English","sad",1,18,0.0555555555555556
"692",95,"It's hard to admit when one is","English","wrong",13,18,0.722222222222222
"693",96,"After dinner, they spent a long time over coffee just","English","chat",1,17,0.0588235294117647
"694",96,"After dinner, they spent a long time over coffee just","English","chatting",3,17,0.176470588235294
"695",96,"After dinner, they spent a long time over coffee just","English","chill",1,17,0.0588235294117647
"696",96,"After dinner, they spent a long time over coffee just","English","talking",12,17,0.705882352941177
"697",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","chat",1,18,0.0555555555555556
"698",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","chatting",4,18,0.222222222222222
"699",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","drink",3,18,0.166666666666667
"700",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","gossip",1,18,0.0555555555555556
"701",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","random",1,18,0.0555555555555556
"702",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","talking",7,18,0.388888888888889
"703",96,"Nach dem Abendessen verbrachten sie viel Zeit over coffee just","code_switching","together",1,18,0.0555555555555556
"704",97,"Der biologische Dünger helped enrich the","code_switching","crops",2,26,0.0769230769230769
"705",97,"Der biologische Dünger helped enrich the","code_switching","earth",2,26,0.0769230769230769
"706",97,"Der biologische Dünger helped enrich the","code_switching","flavor",1,26,0.0384615384615385
"707",97,"Der biologische Dünger helped enrich the","code_switching","flowers",1,26,0.0384615384615385
"708",97,"Der biologische Dünger helped enrich the","code_switching","ground",4,26,0.153846153846154
"709",97,"Der biologische Dünger helped enrich the","code_switching","harvest",2,26,0.0769230769230769
"710",97,"Der biologische Dünger helped enrich the","code_switching","plants",2,26,0.0769230769230769
"711",97,"Der biologische Dünger helped enrich the","code_switching","potency",1,26,0.0384615384615385
"712",97,"Der biologische Dünger helped enrich the","code_switching","soil",11,26,0.423076923076923
"713",97,"The organic fertilizer helped enrich the","English","crops",2,22,0.0909090909090909
"714",97,"The organic fertilizer helped enrich the","English","earth",1,22,0.0454545454545455
"715",97,"The organic fertilizer helped enrich the","English","field",1,22,0.0454545454545455
"716",97,"The organic fertilizer helped enrich the","English","fields",1,22,0.0454545454545455
"717",97,"The organic fertilizer helped enrich the","English","flowers",2,22,0.0909090909090909
"718",97,"The organic fertilizer helped enrich the","English","ground",1,22,0.0454545454545455
"719",97,"The organic fertilizer helped enrich the","English","plants",4,22,0.181818181818182
"720",97,"The organic fertilizer helped enrich the","English","process",1,22,0.0454545454545455
"721",97,"The organic fertilizer helped enrich the","English","soil",9,22,0.409090909090909
"722",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","break",2,22,0.0909090909090909
"723",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","compliment",1,22,0.0454545454545455
"724",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","hint",4,22,0.181818181818182
"725",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","hit",1,22,0.0454545454545455
"726",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","joke",12,22,0.545454545454545
"727",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","shower",1,22,0.0454545454545455
"728",98,"Das Problem mit meinem Freund Paul ist that he can't take a","code_switching","trip",1,22,0.0454545454545455
"729",98,"The problem with my friend Paul is that he can't take a","English","break",4,26,0.153846153846154
"730",98,"The problem with my friend Paul is that he can't take a","English","breather",1,26,0.0384615384615385
"731",98,"The problem with my friend Paul is that he can't take a","English","hint",6,26,0.230769230769231
"732",98,"The problem with my friend Paul is that he can't take a","English","joke",14,26,0.538461538461538
"733",98,"The problem with my friend Paul is that he can't take a","English","shower",1,26,0.0384615384615385
"734",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","attack",1,26,0.0384615384615385
"735",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","bother",1,26,0.0384615384615385
"736",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","load",1,26,0.0384615384615385
"737",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","move",1,26,0.0384615384615385
"738",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","shoot",18,26,0.692307692307692
"739",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","shot",1,26,0.0384615384615385
"740",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","steal",1,26,0.0384615384615385
"741",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","use",1,26,0.0384615384615385
"742",99,"Die zwei Räuber trugen Waffen but they didn't","code_switching","wearmasks",1,26,0.0384615384615385
"743",99,"The two robbers carried guns but didn't","English","ammunition",1,22,0.0454545454545455
"744",99,"The two robbers carried guns but didn't","English","fire",1,22,0.0454545454545455
"745",99,"The two robbers carried guns but didn't","English","shoot",16,22,0.727272727272727
"746",99,"The two robbers carried guns but didn't","English","shot",1,22,0.0454545454545455
"747",99,"The two robbers carried guns but didn't","English","success",1,22,0.0454545454545455
"748",99,"The two robbers carried guns but didn't","English","use",2,22,0.0909090909090909
"749",100,"After two hours of hard work they decided to take a short","English","break",22,26,0.846153846153846
"750",100,"After two hours of hard work they decided to take a short","English","rest",1,26,0.0384615384615385
"751",100,"After two hours of hard work they decided to take a short","English","route",1,26,0.0384615384615385
"752",100,"After two hours of hard work they decided to take a short","English","walk",2,26,0.0769230769230769
"753",100,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short","code_switching","break",18,22,0.818181818181818
"754",100,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short","code_switching","nap",1,22,0.0454545454545455
"755",100,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short","code_switching","recess",1,22,0.0454545454545455
"756",100,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short","code_switching","stop",1,22,0.0454545454545455
"757",100,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short","code_switching","walk",1,22,0.0454545454545455
"758",101,"He carefully positioned the violin under his","English","arm",1,22,0.0454545454545455
"759",101,"He carefully positioned the violin under his","English","bed",1,22,0.0454545454545455
"760",101,"He carefully positioned the violin under his","English","chair",2,22,0.0909090909090909
"761",101,"He carefully positioned the violin under his","English","chin",15,22,0.681818181818182
"762",101,"He carefully positioned the violin under his","English","desk",1,22,0.0454545454545455
"763",101,"He carefully positioned the violin under his","English","pillow",1,22,0.0454545454545455
"764",101,"He carefully positioned the violin under his","English","seat",1,22,0.0454545454545455
"765",101,"Vorsichtig platzierte er the violin under his","code_switching","arm",1,26,0.0384615384615385
"766",101,"Vorsichtig platzierte er the violin under his","code_switching","bed",6,26,0.230769230769231
"767",101,"Vorsichtig platzierte er the violin under his","code_switching","chair",4,26,0.153846153846154
"768",101,"Vorsichtig platzierte er the violin under his","code_switching","chin",11,26,0.423076923076923
"769",101,"Vorsichtig platzierte er the violin under his","code_switching","desk",1,26,0.0384615384615385
"770",101,"Vorsichtig platzierte er the violin under his","code_switching","legs",1,26,0.0384615384615385
"771",101,"Vorsichtig platzierte er the violin under his","code_switching","table",2,26,0.0769230769230769
"772",102,"Er legte eine saubere Decke on the clean","code_switching","bed",5,22,0.227272727272727
"773",102,"Er legte eine saubere Decke on the clean","code_switching","bench",1,22,0.0454545454545455
"774",102,"Er legte eine saubere Decke on the clean","code_switching","couch",1,22,0.0454545454545455
"775",102,"Er legte eine saubere Decke on the clean","code_switching","floors",8,22,0.363636363636364
"776",102,"Er legte eine saubere Decke on the clean","code_switching","sheets",1,22,0.0454545454545455
"777",102,"Er legte eine saubere Decke on the clean","code_switching","sofa",2,22,0.0909090909090909
"778",102,"Er legte eine saubere Decke on the clean","code_switching","surface",1,22,0.0454545454545455
"779",102,"Er legte eine saubere Decke on the clean","code_switching","table",3,22,0.136363636363636
"780",102,"He put a new sheet on the clean","English","bed",13,26,0.5
"781",102,"He put a new sheet on the clean","English","mattress",6,26,0.230769230769231
"782",102,"He put a new sheet on the clean","English","pillow",2,26,0.0769230769230769
"783",102,"He put a new sheet on the clean","English","table",5,26,0.192307692307692
"784",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","floors",1,26,0.0384615384615385
"785",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","garages",3,26,0.115384615384615
"786",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","house",1,26,0.0384615384615385
"787",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","neighbors",1,26,0.0384615384615385
"788",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","room",18,26,0.692307692307692
"789",103,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more","code_switching","window",2,26,0.0769230769230769
"790",103,"They decided to buy a small home and built an addition with two more","English","buildings",1,22,0.0454545454545455
"791",103,"They decided to buy a small home and built an addition with two more","English","friends",1,22,0.0454545454545455
"792",103,"They decided to buy a small home and built an addition with two more","English","garages",2,22,0.0909090909090909
"793",103,"They decided to buy a small home and built an addition with two more","English","room",17,22,0.772727272727273
"794",103,"They decided to buy a small home and built an addition with two more","English","stories",1,22,0.0454545454545455
"795",104,"Cindy brachte ihrer zweijährigen Tochter bei, dass Bilder quadratisch sind and that the plates are","code_switching","black",1,22,0.0454545454545455
"796",104,"Cindy brachte ihrer zweijährigen Tochter bei, dass Bilder quadratisch sind and that the plates are","code_switching","circle",1,22,0.0454545454545455
"797",104,"Cindy brachte ihrer zweijährigen Tochter bei, dass Bilder quadratisch sind and that the plates are","code_switching","circular",3,22,0.136363636363636
"798",104,"Cindy brachte ihrer zweijährigen Tochter bei, dass Bilder quadratisch sind and that the plates are","code_switching","round",17,22,0.772727272727273
"799",104,"Cindy taught her two-year old that the pictures are square and that the plates are","English","circle",4,26,0.153846153846154
"800",104,"Cindy taught her two-year old that the pictures are square and that the plates are","English","empty",1,26,0.0384615384615385
"801",104,"Cindy taught her two-year old that the pictures are square and that the plates are","English","round",21,26,0.807692307692308
"802",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","kneel",1,22,0.0454545454545455
"803",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","listen",1,22,0.0454545454545455
"804",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","participate",1,22,0.0454545454545455
"805",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","salute",2,22,0.0909090909090909
"806",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","sing",7,22,0.318181818181818
"807",105,"While the national anthem is played, one needs to show respect and everyone is expected to","English","stand",10,22,0.454545454545455
"808",105,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to","code_switching","follow",1,26,0.0384615384615385
"809",105,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to","code_switching","quiet",1,26,0.0384615384615385
"810",105,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to","code_switching","salute",2,26,0.0769230769230769
"811",105,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to","code_switching","sing",11,26,0.423076923076923
"812",105,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to","code_switching","stand",11,26,0.423076923076923
"813",106,"After dinner they got up and washed the","English","car",1,26,0.0384615384615385
"814",106,"After dinner they got up and washed the","English","dish",23,26,0.884615384615385
"815",106,"After dinner they got up and washed the","English","plates",2,26,0.0769230769230769
"816",106,"Nach dem Abendessen standen sie auf and washed the","code_switching","dish",20,22,0.909090909090909
"817",106,"Nach dem Abendessen standen sie auf and washed the","code_switching","plates",2,22,0.0909090909090909
"818",107,"After lunch he scraped the cold food from his","English","box",1,22,0.0454545454545455
"819",107,"After lunch he scraped the cold food from his","English","chin",1,22,0.0454545454545455
"820",107,"After lunch he scraped the cold food from his","English","fork",1,22,0.0454545454545455
"821",107,"After lunch he scraped the cold food from his","English","fridge",1,22,0.0454545454545455
"822",107,"After lunch he scraped the cold food from his","English","lunchbox",1,22,0.0454545454545455
"823",107,"After lunch he scraped the cold food from his","English","plate",15,22,0.681818181818182
"824",107,"After lunch he scraped the cold food from his","English","spoon",1,22,0.0454545454545455
"825",107,"After lunch he scraped the cold food from his","English","tupperware",1,22,0.0454545454545455
"826",107,"Er kratzte nach dem Mittagessen the cold food from his","code_switching","bowl",1,26,0.0384615384615385
"827",107,"Er kratzte nach dem Mittagessen the cold food from his","code_switching","dish",1,26,0.0384615384615385
"828",107,"Er kratzte nach dem Mittagessen the cold food from his","code_switching","plate",22,26,0.846153846153846
"829",107,"Er kratzte nach dem Mittagessen the cold food from his","code_switching","shoe",1,26,0.0384615384615385
"830",107,"Er kratzte nach dem Mittagessen the cold food from his","code_switching","table",1,26,0.0384615384615385
"831",108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side","code_switching","channel",1,22,0.0454545454545455
"832",108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side","code_switching","door",2,22,0.0909090909090909
"833",108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side","code_switching","freeze",1,22,0.0454545454545455
"834",108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side","code_switching","open",2,22,0.0909090909090909
"835",108,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side","code_switching","window",16,22,0.727272727272727
"836",108,"It was drafty because of the cold air leaking in through the door and all the side","English","cracks",1,26,0.0384615384615385
"837",108,"It was drafty because of the cold air leaking in through the door and all the side","English","door",1,26,0.0384615384615385
"838",108,"It was drafty because of the cold air leaking in through the door and all the side","English","drafts",1,26,0.0384615384615385
"839",108,"It was drafty because of the cold air leaking in through the door and all the side","English","leaked",1,26,0.0384615384615385
"840",108,"It was drafty because of the cold air leaking in through the door and all the side","English","slits",1,26,0.0384615384615385
"841",108,"It was drafty because of the cold air leaking in through the door and all the side","English","wall",2,26,0.0769230769230769
"842",108,"It was drafty because of the cold air leaking in through the door and all the side","English","wind",2,26,0.0769230769230769
"843",108,"It was drafty because of the cold air leaking in through the door and all the side","English","window",16,26,0.615384615384615
"844",108,"It was drafty because of the cold air leaking in through the door and all the side","English","winds",1,26,0.0384615384615385
"845",109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three","English","children",19,22,0.863636363636364
"846",109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three","English","kids",1,22,0.0454545454545455
"847",109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three","English","signs",1,22,0.0454545454545455
"848",109,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three","English","yearold",1,22,0.0454545454545455
"849",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","children",18,26,0.692307692307692
"850",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","familymembers",1,26,0.0384615384615385
"851",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","kids",3,26,0.115384615384615
"852",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","nieces",1,26,0.0384615384615385
"853",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","relatives",1,26,0.0384615384615385
"854",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","sons",1,26,0.0384615384615385
"855",109,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three","code_switching","triplets",1,26,0.0384615384615385
"856",110,"As soon as they reached the sand he stopped to take off his","English","hat",1,26,0.0384615384615385
"857",110,"As soon as they reached the sand he stopped to take off his","English","sandals",2,26,0.0769230769230769
"858",110,"As soon as they reached the sand he stopped to take off his","English","shirt",2,26,0.0769230769230769
"859",110,"As soon as they reached the sand he stopped to take off his","English","shoe",20,26,0.769230769230769
"860",110,"As soon as they reached the sand he stopped to take off his","English","socks",1,26,0.0384615384615385
"861",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","clothes",2,22,0.0909090909090909
"862",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","glasses",1,22,0.0454545454545455
"863",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","jacket",1,22,0.0454545454545455
"864",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","sandals",1,22,0.0454545454545455
"865",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","shirt",8,22,0.363636363636364
"866",110,"Sobald sie am Sand angekommen waren, hielt er an to take off his","code_switching","shoe",9,22,0.409090909090909
"867",111,"Peter malte die Wände der Vogelausstellung blau an to resemble the","code_switching","birds",3,26,0.115384615384615
"868",111,"Peter malte die Wände der Vogelausstellung blau an to resemble the","code_switching","exhibit",1,26,0.0384615384615385
"869",111,"Peter malte die Wände der Vogelausstellung blau an to resemble the","code_switching","nature",1,26,0.0384615384615385
"870",111,"Peter malte die Wände der Vogelausstellung blau an to resemble the","code_switching","parrots",1,26,0.0384615384615385
"871",111,"Peter malte die Wände der Vogelausstellung blau an to resemble the","code_switching","sky",20,26,0.769230769230769
"872",111,"Peter painted the walls of the bird exhibit light blue to resemble the","English","color",1,22,0.0454545454545455
"873",111,"Peter painted the walls of the bird exhibit light blue to resemble the","English","feathers",1,22,0.0454545454545455
"874",111,"Peter painted the walls of the bird exhibit light blue to resemble the","English","sky",20,22,0.909090909090909
"875",112,"After a warning, the bad boy was sent to his","English","cell",1,26,0.0384615384615385
"876",112,"After a warning, the bad boy was sent to his","English","corner",1,26,0.0384615384615385
"877",112,"After a warning, the bad boy was sent to his","English","demise",1,26,0.0384615384615385
"878",112,"After a warning, the bad boy was sent to his","English","father",1,26,0.0384615384615385
"879",112,"After a warning, the bad boy was sent to his","English","home",3,26,0.115384615384615
"880",112,"After a warning, the bad boy was sent to his","English","knees",1,26,0.0384615384615385
"881",112,"After a warning, the bad boy was sent to his","English","parents",2,26,0.0769230769230769
"882",112,"After a warning, the bad boy was sent to his","English","room",16,26,0.615384615384615
"883",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","home",2,22,0.0909090909090909
"884",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","mother",2,22,0.0909090909090909
"885",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","parent",1,22,0.0454545454545455
"886",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","parents",3,22,0.136363636363636
"887",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","principal",1,22,0.0454545454545455
"888",112,"Nach einer Ermahnung wurde der böse Junge sent to his","code_switching","room",13,22,0.590909090909091
"889",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","afro",1,26,0.0384615384615385
"890",113,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ","code_switching","beard",17,26,0.653846153846154
