participant,InnerNumber,Item,Itemtype,n,total,cloze_clean,cloze_probability
mistral,82,Rafael quiere preservar el bosque nacional by guarding every,CS,18,18,tree,1
claude,82,Rafael wants to preserve the national forest by guarding every,E,19,19,tree,1
gpt,82,Rafael wants to preserve the national forest by guarding every,E,14,17,tree,0.8235294117647058
mistral,82,Rafael wants to preserve the national forest by guarding every,E,19,19,tree,1
claude,84,Pamela did not have any clothes to,E,18,18,wear,1
gpt,84,Pamela did not have any clothes to,E,18,18,wear,1
mistral,84,Pamela did not have any clothes to,E,18,18,wear,1
claude,84,Pamela no tenía any clothes to,CS,19,19,wear,1
gpt,84,Pamela no tenía any clothes to,CS,18,18,wear,1
mistral,84,Pamela no tenía any clothes to,CS,19,19,wear,1
claude,85,Ellos criaban cerdos on their,CS,17,17,farm,1
gpt,85,Ellos criaban cerdos on their,CS,15,15,farm,1
mistral,85,Ellos criaban cerdos on their,CS,17,17,farm,1
claude,85,They raised pigs on their,E,20,20,farm,1
gpt,85,They raised pigs on their,E,16,16,farm,1
mistral,85,They raised pigs on their,E,20,20,farm,1
claude,86,He settled for American wine because the imported stuff was too,E,18,18,expensive,1
gpt,86,He settled for American wine because the imported stuff was too,E,17,17,expensive,1
mistral,86,He settled for American wine because the imported stuff was too,E,18,18,expensive,1
claude,86,Él se conformó con el vino americano porque the imported stuff was too,CS,19,19,expensive,1
gpt,86,Él se conformó con el vino americano porque the imported stuff was too,CS,18,18,expensive,1
mistral,86,Él se conformó con el vino americano porque the imported stuff was too,CS,19,19,expensive,1
claude,87,A Simón le parece bien escuchar música alta incluso si la puerta to his bedroom is,CS,19,19,open,1
gpt,87,A Simón le parece bien escuchar música alta incluso si la puerta to his bedroom is,CS,13,17,open,0.7647058823529411
mistral,87,A Simón le parece bien escuchar música alta incluso si la puerta to his bedroom is,CS,19,19,closed,1
claude,87,Simon thinks it's ok to listen to loud music even if the door to his bedroom is,E,18,18,open,1
gpt,87,Simon thinks it's ok to listen to loud music even if the door to his bedroom is,E,16,16,closed,1
mistral,87,Simon thinks it's ok to listen to loud music even if the door to his bedroom is,E,10,18,open,0.5555555555555556
claude,88,His skin was red from spending the day at the,E,19,19,beach,1
gpt,88,His skin was red from spending the day at the,E,17,17,beach,1
mistral,88,His skin was red from spending the day at the,E,19,19,beach,1
claude,88,Su piel estaba roja por haber pasado the day at the,CS,29,29,beach,1
gpt,88,Su piel estaba roja por haber pasado the day at the,CS,27,27,beach,1
mistral,88,Su piel estaba roja por haber pasado the day at the,CS,28,29,beach,0.9655172413793104
claude,89,Felipe puso unas drops in his,CS,19,19,coffee,1
gpt,89,Felipe puso unas drops in his,CS,15,18,eyes,0.8333333333333334
mistral,89,Felipe puso unas drops in his,CS,19,19,eye,1
claude,89,Felipe put some drops in his,E,18,18,eyes,1
gpt,89,Felipe put some drops in his,E,14,17,eyes,0.8235294117647058
mistral,89,Felipe put some drops in his,E,18,18,eyes,1
claude,90,The colonel wished the sergeant would treat his command not as a polite request but as a direct,E,17,17,order,1
gpt,90,The colonel wished the sergeant would treat his command not as a polite request but as a direct,E,14,14,order,1
mistral,90,The colonel wished the sergeant would treat his command not as a polite request but as a direct,E,17,17,order,1
claude,90,"Él coronel deseaba que el sargento tratara su orden no como una solicitud educada, but as a direct",CS,20,20,command,1
gpt,90,"Él coronel deseaba que el sargento tratara su orden no como una solicitud educada, but as a direct",CS,12,19,order,0.631578947368421
mistral,90,"Él coronel deseaba que el sargento tratara su orden no como una solicitud educada, but as a direct",CS,19,20,command,0.95
claude,91,Sharon dried the dishes with a,E,19,19,towel,1
gpt,91,Sharon dried the dishes with a,E,19,19,towel,1
mistral,91,Sharon dried the dishes with a,E,19,19,towel,1
claude,91,Sharon secó los dishes with a,CS,18,18,towel,1
gpt,91,Sharon secó los dishes with a,CS,17,17,towel,1
mistral,91,Sharon secó los dishes with a,CS,18,18,towel,1
claude,93,Esther didn't think the sword was that dangerous because it wasn't very,E,19,19,sharp,1
gpt,93,Esther didn't think the sword was that dangerous because it wasn't very,E,18,18,sharp,1
mistral,93,Esther didn't think the sword was that dangerous because it wasn't very,E,19,19,sharp,1
claude,93,Esther no pensaba que la espada era tan peligrosa porque it wasn't very,CS,18,18,sharp,1
gpt,93,Esther no pensaba que la espada era tan peligrosa porque it wasn't very,CS,11,18,dangerous,0.6111111111111112
mistral,93,Esther no pensaba que la espada era tan peligrosa porque it wasn't very,CS,18,18,sharp,1
claude,94,El bebé lloró and upset his,CS,18,18,mother,1
gpt,94,El bebé lloró and upset his,CS,17,17,mother,1
mistral,94,El bebé lloró and upset his,CS,18,18,mother,1
claude,94,The baby cried and upset his,E,19,19,mother,1
gpt,94,The baby cried and upset his,E,10,17,mother,0.5882352941176471
mistral,94,The baby cried and upset his,E,19,19,mother,1
claude,95,Los inquilinos decidieron llevar a su landlord to,CS,19,19,court,1
gpt,95,Los inquilinos decidieron llevar a su landlord to,CS,17,17,court,1
mistral,95,Los inquilinos decidieron llevar a su landlord to,CS,19,19,court,1
claude,95,The tenants decided to take their landlord to,E,18,18,court,1
gpt,95,The tenants decided to take their landlord to,E,15,15,court,1
mistral,95,The tenants decided to take their landlord to,E,18,18,court,1
claude,96,"Cuando Jorge no pudo entrar a su auto, se arrodilló y buscó debajo del paragolpes for the spare",CS,17,17,key,1
gpt,96,"Cuando Jorge no pudo entrar a su auto, se arrodilló y buscó debajo del paragolpes for the spare",CS,16,16,tire,1
mistral,96,"Cuando Jorge no pudo entrar a su auto, se arrodilló y buscó debajo del paragolpes for the spare",CS,12,17,tire,0.7058823529411765
claude,96,"When Jorge couldn't get into his car, he got down on one knee and reached under the bumper for the spare",E,20,20,key,1
gpt,96,"When Jorge couldn't get into his car, he got down on one knee and reached under the bumper for the spare",E,19,19,tire,1
mistral,96,"When Jorge couldn't get into his car, he got down on one knee and reached under the bumper for the spare",E,20,20,key,1
claude,97,El trabajador de construcción habia desarrollado brazos muy fuertes de bajar las bolsas de cement from the,CS,19,19,truck,1
gpt,97,El trabajador de construcción habia desarrollado brazos muy fuertes de bajar las bolsas de cement from the,CS,16,16,truck,1
mistral,97,El trabajador de construcción habia desarrollado brazos muy fuertes de bajar las bolsas de cement from the,CS,19,19,truck,1
claude,97,The construction worker had developed very powerful arms from unloading bags of cement from the,E,18,18,truck,1
gpt,97,The construction worker had developed very powerful arms from unloading bags of cement from the,E,15,17,truck,0.8823529411764706
mistral,97,The construction worker had developed very powerful arms from unloading bags of cement from the,E,18,18,truck,1
claude,98,Es importante to be on,CS,19,19,time,1
gpt,98,Es importante to be on,CS,19,19,time,1
mistral,98,Es importante to be on,CS,19,19,time,1
claude,98,It is important to be on,E,29,29,time,1
gpt,98,It is important to be on,E,27,27,time,1
mistral,98,It is important to be on,E,29,29,time,1
claude,99,El gato estaba acurrucado in Aunt Anna's,CS,29,29,lap,1
gpt,99,El gato estaba acurrucado in Aunt Anna's,CS,28,28,house,1
mistral,99,El gato estaba acurrucado in Aunt Anna's,CS,18,29,armario,0.6206896551724138
claude,99,The cat was curled up in Aunt Anna's,E,19,19,lap,1
gpt,99,The cat was curled up in Aunt Anna's,E,18,18,lap,1
mistral,99,The cat was curled up in Aunt Anna's,E,19,19,armchair,1
claude,100,Nuestros invitados expeciales should be arriving,CS,19,19,soon,1
gpt,100,Nuestros invitados expeciales should be arriving,CS,17,17,soon,1
mistral,100,Nuestros invitados expeciales should be arriving,CS,19,19,soon,1
claude,100,Our special guests should be arriving,E,29,29,soon,1
gpt,100,Our special guests should be arriving,E,26,26,soon,1
mistral,100,Our special guests should be arriving,E,18,29,plane,0.6206896551724138
claude,101,Each night the campers built a huge,E,18,18,bonfire,1
gpt,101,Each night the campers built a huge,E,17,17,fire,1
mistral,101,Each night the campers built a huge,E,18,18,fire,1
claude,101,Todas las noches los campistas built a huge,CS,19,19,bonfire,1
gpt,101,Todas las noches los campistas built a huge,CS,10,18,fire,0.5555555555555556
mistral,101,Todas las noches los campistas built a huge,CS,19,19,fire,1
claude,102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,29,29,umbrella,1
gpt,102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,19,25,umbrella,0.76
mistral,102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,24,29,umbrella,0.8275862068965517
claude,102,"It's raining, and I forgot my coat, hat, and",E,19,19,umbrella,1
gpt,102,"It's raining, and I forgot my coat, hat, and",E,12,18,umbrella,0.6666666666666666
mistral,102,"It's raining, and I forgot my coat, hat, and",E,19,19,umbrella,1
claude,103,I just had a new sound system installed in my,E,29,29,car,1
gpt,103,I just had a new sound system installed in my,E,28,28,home,1
mistral,103,I just had a new sound system installed in my,E,29,29,house,1
claude,103,Recientemente tuve un sistema de sonido nuevo installed in my,CS,19,19,car,1
gpt,103,Recientemente tuve un sistema de sonido nuevo installed in my,CS,18,18,home,1
mistral,103,Recientemente tuve un sistema de sonido nuevo installed in my,CS,18,19,home,0.9473684210526315
claude,104,El hombre que manejaba el equipaje parecía tomar mucho placer en arrojar the boxes marked,CS,18,18,fragile,1
gpt,104,El hombre que manejaba el equipaje parecía tomar mucho placer en arrojar the boxes marked,CS,15,15,fragile,1
mistral,104,El hombre que manejaba el equipaje parecía tomar mucho placer en arrojar the boxes marked,CS,18,18,lugares,1
claude,104,The luggage handler seemed to take great delight in tossing the boxes marked,E,19,19,fragile,1
gpt,104,The luggage handler seemed to take great delight in tossing the boxes marked,E,18,18,fragile,1
mistral,104,The luggage handler seemed to take great delight in tossing the boxes marked,E,10,19,heavily,0.5263157894736842
claude,105,"Los días calurosos, muchas personas sun themselves on the",CS,20,20,beach,1
gpt,105,"Los días calurosos, muchas personas sun themselves on the",CS,17,17,beach,1
mistral,105,"Los días calurosos, muchas personas sun themselves on the",CS,20,20,beach,1
claude,105,"On hot days, many people sun themselves on the",E,17,17,beach,1
gpt,105,"On hot days, many people sun themselves on the",E,15,15,beach,1
mistral,105,"On hot days, many people sun themselves on the",E,17,17,beach,1
claude,106,He liked putting lemon and sugar in his hot,E,19,19,tea,1
gpt,106,He liked putting lemon and sugar in his hot,E,13,19,tea,0.6842105263157895
mistral,106,He liked putting lemon and sugar in his hot,E,13,19,coffee,0.6842105263157895
claude,106,Le gusta agregar limón y azúcar in his hot,CS,29,29,tea,1
gpt,106,Le gusta agregar limón y azúcar in his hot,CS,25,27,tea,0.9259259259259259
mistral,106,Le gusta agregar limón y azúcar in his hot,CS,29,29,tea,1
claude,107,Es difícil admitir when one is,CS,18,18,wrong,1
gpt,107,Es difícil admitir when one is,CS,12,17,alone,0.7058823529411765
mistral,107,Es difícil admitir when one is,CS,18,18,wrong,1
claude,107,It's hard to admit when one is,E,19,19,wrong,1
gpt,107,It's hard to admit when one is,E,17,17,wrong,1
mistral,107,It's hard to admit when one is,E,19,19,wrong,1
claude,108,"After dinner, they spent a long time over coffee just",E,29,29,talking,1
gpt,108,"After dinner, they spent a long time over coffee just",E,27,27,talking,1
mistral,108,"After dinner, they spent a long time over coffee just",E,29,29,talking,1
claude,108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,19,19,talking,1
gpt,108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,9,17,talking,0.5294117647058824
mistral,108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,19,19,talking,1
claude,109,El fertilizante orgánico helped enrich the,CS,18,18,soil,1
gpt,109,El fertilizante orgánico helped enrich the,CS,16,16,soil,1
mistral,109,El fertilizante orgánico helped enrich the,CS,18,18,soil,1
claude,109,The organic fertilizer helped enrich the,E,19,19,soil,1
gpt,109,The organic fertilizer helped enrich the,E,16,16,soil,1
mistral,109,The organic fertilizer helped enrich the,E,19,19,soil,1
claude,110,El problema con Cristina es que she can't take a,CS,20,20,joke,1
gpt,110,El problema con Cristina es que she can't take a,CS,18,18,break,1
mistral,110,El problema con Cristina es que she can't take a,CS,20,20,joke,1
claude,110,The problem with Christina is that she can't take a,E,17,17,joke,1
gpt,110,The problem with Christina is that she can't take a,E,13,17,break,0.7647058823529411
mistral,110,The problem with Christina is that she can't take a,E,17,17,joke,1
claude,111,Los dos ladrones llevaban pistolas but they didn't,CS,18,18,shoot,1
gpt,111,Los dos ladrones llevaban pistolas but they didn't,CS,17,17,shoot,1
mistral,111,Los dos ladrones llevaban pistolas but they didn't,CS,13,18,havebullets,0.7222222222222222
claude,111,The two robbers carried guns but they didn't,E,19,19,shoot,1
gpt,111,The two robbers carried guns but they didn't,E,16,16,shoot,1
mistral,111,The two robbers carried guns but they didn't,E,15,19,shoot,0.7894736842105263
claude,112,After two hours of hard work they decided to take a short,E,20,20,break,1
gpt,112,After two hours of hard work they decided to take a short,E,17,17,break,1
mistral,112,After two hours of hard work they decided to take a short,E,20,20,break,1
claude,112,Después de dos horas de trabajo duro ellos decidieron to take a short,CS,17,17,break,1
gpt,112,Después de dos horas de trabajo duro ellos decidieron to take a short,CS,16,16,break,1
mistral,112,Después de dos horas de trabajo duro ellos decidieron to take a short,CS,17,17,break,1
claude,113,He carefully positioned the violin under his,E,19,19,chin,1
gpt,113,He carefully positioned the violin under his,E,18,18,chin,1
mistral,113,He carefully positioned the violin under his,E,19,19,chin,1
claude,113,Él puso cuidadosamente the violin under his,CS,18,18,chin,1
gpt,113,Él puso cuidadosamente the violin under his,CS,12,17,arm,0.7058823529411765
mistral,113,Él puso cuidadosamente the violin under his,CS,12,18,arm,0.6666666666666666
claude,114,He put a new sheet on the clean,E,19,19,bed,1
gpt,114,He put a new sheet on the clean,E,11,18,bed,0.6111111111111112
mistral,114,He put a new sheet on the clean,E,19,19,bed,1
claude,114,Él puso una sábana nueva on the clean,CS,18,18,bed,1
gpt,114,Él puso una sábana nueva on the clean,CS,15,15,bed,1
mistral,114,Él puso una sábana nueva on the clean,CS,18,18,bed,1
claude,115,Ellos decidieron comprar una casa pequeña y construir una adición with two more,CS,19,19,bedrooms,1
gpt,115,Ellos decidieron comprar una casa pequeña y construir una adición with two more,CS,18,18,rooms,1
mistral,115,Ellos decidieron comprar una casa pequeña y construir una adición with two more,CS,19,19,rooms,1
claude,115,They decided to buy a small home and build an addition with two more,E,29,29,bedrooms,1
gpt,115,They decided to buy a small home and build an addition with two more,E,29,29,rooms,1
mistral,115,They decided to buy a small home and build an addition with two more,E,29,29,rooms,1
claude,116,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,29,29,books,1
gpt,116,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,26,27,books,0.9629629629629629
mistral,116,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,29,29,books,1
claude,116,The university wouldn't let him register until he paid the overdue fines on the borrowed,E,19,19,books,1
gpt,116,The university wouldn't let him register until he paid the overdue fines on the borrowed,E,18,18,books,1
mistral,116,The university wouldn't let him register until he paid the overdue fines on the borrowed,E,19,19,books,1
claude,117,Carolina le enseñó a su hija de dos años que las fotos son cuadradas y the plates are,CS,19,19,round,1
gpt,117,Carolina le enseñó a su hija de dos años que las fotos son cuadradas y the plates are,CS,17,17,round,1
mistral,117,Carolina le enseñó a su hija de dos años que las fotos son cuadradas y the plates are,CS,19,19,flat,1
claude,117,Carolina taught her two-year-old that the pictures are square and that the plates are,E,29,29,round,1
gpt,117,Carolina taught her two-year-old that the pictures are square and that the plates are,E,26,26,round,1
mistral,117,Carolina taught her two-year-old that the pictures are square and that the plates are,E,15,29,plates,0.5172413793103449
claude,118,"Cuando suena el himno nacional, todos are expected to",CS,18,18,stand,1
gpt,118,"Cuando suena el himno nacional, todos are expected to",CS,18,18,stand,1
mistral,118,"Cuando suena el himno nacional, todos are expected to",CS,18,18,stand,1
claude,118,"While the national anthem is played, everyone is expected to",E,19,19,stand,1
gpt,118,"While the national anthem is played, everyone is expected to",E,16,16,stand,1
mistral,118,"While the national anthem is played, everyone is expected to",E,19,19,stand,1
claude,119,After dinner they washed the dirty,E,17,17,dishes,1
gpt,119,After dinner they washed the dirty,E,15,15,dishes,1
mistral,119,After dinner they washed the dirty,E,17,17,plates,1
claude,119,Después de la cena ellos washed the dirty,CS,20,20,dishes,1
gpt,119,Después de la cena ellos washed the dirty,CS,17,17,dishes,1
mistral,119,Después de la cena ellos washed the dirty,CS,20,20,platos,1
claude,120,After lunch he scraped the cold food from his,E,29,29,plate,1
gpt,120,After lunch he scraped the cold food from his,E,28,28,plate,1
mistral,120,After lunch he scraped the cold food from his,E,29,29,plate,1
claude,120,Después del almuerzo él raspó the cold food from his,CS,19,19,plate,1
gpt,120,Después del almuerzo él raspó the cold food from his,CS,16,16,plate,1
mistral,120,Después del almuerzo él raspó the cold food from his,CS,19,19,plate,1
claude,121,Había viento por el aire frío que entraba por la puerta de entrada y all the side,CS,20,20,windows,1
gpt,121,Había viento por el aire frío que entraba por la puerta de entrada y all the side,CS,18,18,walls,1
mistral,121,Había viento por el aire frío que entraba por la puerta de entrada y all the side,CS,20,20,ventana,1
claude,121,It was drafty because of the cold air leaking in through the front door and all the side,E,17,17,windows,1
gpt,121,It was drafty because of the cold air leaking in through the front door and all the side,E,15,17,windows,0.8823529411764706
mistral,121,It was drafty because of the cold air leaking in through the front door and all the side,E,15,17,window,0.8823529411764706
claude,122,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",E,19,19,children,1
gpt,122,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",E,16,16,children,1
mistral,122,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",E,19,19,children,1
claude,122,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,29,29,children,1
gpt,122,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,28,28,children,1
mistral,122,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,29,29,children,1
claude,124,As soon as they reached the sand he stopped to take off his,E,18,18,shoes,1
gpt,124,As soon as they reached the sand he stopped to take off his,E,18,18,shoes,1
mistral,124,As soon as they reached the sand he stopped to take off his,E,18,18,shoes,1
claude,124,En cuanto llegaron a la arena él se paró to take off his,CS,19,19,shoes,1
gpt,124,En cuanto llegaron a la arena él se paró to take off his,CS,17,17,shoes,1
mistral,124,En cuanto llegaron a la arena él se paró to take off his,CS,19,19,sandals,1
claude,125,Pedro painted the walls of the bird exhibit light blue to resemble the,E,17,17,sky,1
gpt,125,Pedro painted the walls of the bird exhibit light blue to resemble the,E,15,15,sky,1
mistral,125,Pedro painted the walls of the bird exhibit light blue to resemble the,E,17,17,sky,1
claude,125,Pedro pintó de color azul claro las paredes de la exibición de pájaros to resemble the,CS,20,20,sky,1
gpt,125,Pedro pintó de color azul claro las paredes de la exibición de pájaros to resemble the,CS,19,19,sky,1
mistral,125,Pedro pintó de color azul claro las paredes de la exibición de pájaros to resemble the,CS,20,20,sky,1
claude,126,El niño malo was sent to his,CS,29,29,room,1
gpt,126,El niño malo was sent to his,CS,17,27,room,0.6296296296296297
mistral,126,El niño malo was sent to his,CS,29,29,room,1
claude,126,The bad boy was sent to his,E,19,19,room,1
gpt,126,The bad boy was sent to his,E,8,17,cell,0.47058823529411764
mistral,126,The bad boy was sent to his,E,19,19,room,1
claude,128,Nadie en la reunión de la escuela reconoció a Daniel porque he had grown a,CS,20,20,beard,1
gpt,128,Nadie en la reunión de la escuela reconoció a Daniel porque he had grown a,CS,18,18,beard,1
mistral,128,Nadie en la reunión de la escuela reconoció a Daniel porque he had grown a,CS,20,20,beard,1
claude,128,No one at the reunion recognized Daniel because he had grown a,E,17,17,beard,1
gpt,128,No one at the reunion recognized Daniel because he had grown a,E,15,16,beard,0.9375
mistral,128,No one at the reunion recognized Daniel because he had grown a,E,17,17,beard,1
claude,130,El piano viejo was out of,CS,17,17,tune,1
gpt,130,El piano viejo was out of,CS,17,17,tune,1
mistral,130,El piano viejo was out of,CS,17,17,tune,1
claude,130,The old piano was out of,E,20,20,tune,1
gpt,130,The old piano was out of,E,18,18,tune,1
mistral,130,The old piano was out of,E,20,20,tune,1
claude,131,El niño nació with a rare,CS,20,20,disease,1
gpt,131,El niño nació with a rare,CS,19,19,disease,1
mistral,131,El niño nació with a rare,CS,20,20,disease,1
claude,131,The child was born with a rare,E,17,17,disease,1
gpt,131,The child was born with a rare,E,14,14,disease,1
mistral,131,The child was born with a rare,E,17,17,disease,1
claude,134,El entró furtivamente al room without a,CS,29,29,sound,1
gpt,134,El entró furtivamente al room without a,CS,25,28,key,0.8928571428571429
mistral,134,El entró furtivamente al room without a,CS,29,29,sound,1
claude,134,He crept into the room without a,E,19,19,sound,1
gpt,134,He crept into the room without a,E,17,18,sound,0.9444444444444444
mistral,134,He crept into the room without a,E,19,19,sound,1
claude,135,La salida estaba indicada by a large,CS,17,17,sign,1
gpt,135,La salida estaba indicada by a large,CS,13,13,sign,1
mistral,135,La salida estaba indicada by a large,CS,17,17,signo,1
claude,135,The exit was marked by a large,E,20,20,sign,1
gpt,135,The exit was marked by a large,E,19,19,sign,1
mistral,135,The exit was marked by a large,E,20,20,sign,1
claude,136,Juan fue a la ferretería y compró una ventana de repuesto at twice the original,CS,17,17,price,1
gpt,136,Juan fue a la ferretería y compró una ventana de repuesto at twice the original,CS,16,16,price,1
mistral,136,Juan fue a la ferretería y compró una ventana de repuesto at twice the original,CS,17,17,price,1
claude,136,Juan went to the hardware store and bought a replacement window at twice the original,E,20,20,price,1
gpt,136,Juan went to the hardware store and bought a replacement window at twice the original,E,19,19,price,1
mistral,136,Juan went to the hardware store and bought a replacement window at twice the original,E,20,20,price,1
claude,137,Samuel could not believe the story was,E,19,19,true,1
gpt,137,Samuel could not believe the story was,E,18,18,true,1
mistral,137,Samuel could not believe the story was,E,19,19,true,1
claude,137,Samuel no podía creer que the story was,CS,18,18,true,1
gpt,137,Samuel no podía creer que the story was,CS,9,15,amazing,0.6
mistral,137,Samuel no podía creer que the story was,CS,11,18,ending,0.6111111111111112
claude,138,Las reglas no permiten que los visitors feed the,CS,18,18,animals,1
gpt,138,Las reglas no permiten que los visitors feed the,CS,16,16,animals,1
mistral,138,Las reglas no permiten que los visitors feed the,CS,18,18,animales,1
claude,138,The rules did not allow visitors to feed the,E,19,19,animals,1
gpt,138,The rules did not allow visitors to feed the,E,17,17,animals,1
mistral,138,The rules did not allow visitors to feed the,E,19,19,animals,1
claude,139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,29,29,room,1
gpt,139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,11,25,room,0.44
mistral,139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,29,29,table,1
claude,139,"When Andres arrived unexpectedly at the restaurant, Lorenzo got him a chair from the adjacent",E,19,19,room,1
gpt,139,"When Andres arrived unexpectedly at the restaurant, Lorenzo got him a chair from the adjacent",E,15,19,table,0.7894736842105263
mistral,139,"When Andres arrived unexpectedly at the restaurant, Lorenzo got him a chair from the adjacent",E,19,19,table,1
claude,140,Ella pensó que she had seen a,CS,29,29,ghost,1
gpt,140,Ella pensó que she had seen a,CS,13,27,bird,0.48148148148148145
mistral,140,Ella pensó que she had seen a,CS,29,29,ghost,1
claude,140,She thought she had seen a,E,19,19,ghost,1
gpt,140,She thought she had seen a,E,19,19,ghost,1
mistral,140,She thought she had seen a,E,19,19,ghost,1
claude,141,Le preguntaron al joyero si podía examinar the ring's huge,CS,29,29,diamond,1
gpt,141,Le preguntaron al joyero si podía examinar the ring's huge,CS,27,27,size,1
mistral,141,Le preguntaron al joyero si podía examinar the ring's huge,CS,29,29,diamond,1
claude,141,The jeweler was asked if he would examine the ring's huge,E,19,19,diamond,1
gpt,141,The jeweler was asked if he would examine the ring's huge,E,12,16,size,0.75
mistral,141,The jeweler was asked if he would examine the ring's huge,E,19,19,diamond,1
claude,142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,17,17,purse,1
gpt,142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,14,17,bag,0.8235294117647058
mistral,142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,17,17,bag,1
claude,142,"She needed a special charging cable, but could not find it inside her",E,20,20,purse,1
gpt,142,"She needed a special charging cable, but could not find it inside her",E,11,19,drawer,0.5789473684210527
mistral,142,"She needed a special charging cable, but could not find it inside her",E,20,20,bag,1
claude,143,He took a new cork screw and opened the,E,18,18,bottle,1
gpt,143,He took a new cork screw and opened the,E,17,17,bottle,1
mistral,143,He took a new cork screw and opened the,E,18,18,bottle,1
claude,143,Él agarró un sacacorchos nuevo and opened the,CS,19,19,bottle,1
gpt,143,Él agarró un sacacorchos nuevo and opened the,CS,16,16,bottle,1
mistral,143,Él agarró un sacacorchos nuevo and opened the,CS,19,19,bottle,1
claude,144,He folded out a big drying rack to dry the,E,17,17,laundry,1
gpt,144,He folded out a big drying rack to dry the,E,16,16,clothes,1
mistral,144,He folded out a big drying rack to dry the,E,17,17,clothes,1
claude,144,Él desdobló un gran drying rack to dry the,CS,20,20,clothes,1
gpt,144,Él desdobló un gran drying rack to dry the,CS,18,18,clothes,1
mistral,144,Él desdobló un gran drying rack to dry the,CS,20,20,clothes,1
claude,145,Ella agarró una jarra grande cerca de la canilla and filled it with,CS,20,20,water,1
gpt,145,Ella agarró una jarra grande cerca de la canilla and filled it with,CS,18,18,water,1
mistral,145,Ella agarró una jarra grande cerca de la canilla and filled it with,CS,20,20,water,1
claude,145,She grabbed a big pitcher near the sink and filled it with,E,17,17,water,1
gpt,145,She grabbed a big pitcher near the sink and filled it with,E,16,16,water,1
mistral,145,She grabbed a big pitcher near the sink and filled it with,E,17,17,water,1
claude,146,He got out a clean tissue to wipe his,E,18,18,nose,1
gpt,146,He got out a clean tissue to wipe his,E,18,18,nose,1
mistral,146,He got out a clean tissue to wipe his,E,18,18,nose,1
claude,146,Él sacó un pañuelo limpio to wipe his,CS,19,19,nose,1
gpt,146,Él sacó un pañuelo limpio to wipe his,CS,17,17,nose,1
mistral,146,Él sacó un pañuelo limpio to wipe his,CS,19,19,face,1
