InnerNumber,Item,Itemtype,cloze_clean,n,total,cloze_probability,participant
68,"A medida que el clima se volvió más cálido, Mark comenzó a usar su chaqueta más liviana en lugar de his heavy winter",CS,coat,18,18,1,gpt
68,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat,26,26,1,gpt
70,Jorge debe mantener su pet on a,CS,diet,1,17,0.058823529411764705,gpt
70,Jorge debe mantener su pet on a,CS,leash,16,17,0.9411764705882353,gpt
70,Jorge must keep his pet on a,E,leash,18,18,1,gpt
71,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke,28,28,1,gpt
71,Rachel loves the smell of tobacco but she can't stand all the,E,smoke,18,18,1,gpt
72,He had just enough time to buy a cake from the store and change his clothes before the guests,E,arrive,6,16,0.375,gpt
72,He had just enough time to buy a cake from the store and change his clothes before the guests,E,arrived,10,16,0.625,gpt
72,Él tuvo tiempo justo para comprar un pastel en la tienda y cambiarse de ropa before the guests,CS,arrive,1,17,0.058823529411764705,gpt
72,Él tuvo tiempo justo para comprar un pastel en la tienda y cambiarse de ropa before the guests,CS,arrived,16,17,0.9411764705882353,gpt
73,La ardilla guardó some nuts in the,CS,cave,2,16,0.125,gpt
73,La ardilla guardó some nuts in the,CS,tree,14,16,0.875,gpt
73,The squirrel stored some nuts in the,E,tree,16,16,1,gpt
74,Every morning before school his mother laid out his clothes and packed his,E,bag,16,16,1,gpt
74,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,bag,19,24,0.7916666666666666,gpt
74,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch,5,24,0.20833333333333334,gpt
75,He quit his job and left his family so that he could sail around the,E,world,25,25,1,gpt
75,Él dejó su trabajo y abandonó a su familia para poder sail around the,CS,world,18,18,1,gpt
76,Don't touch the sticky wet,E,floor,12,18,0.6666666666666666,gpt
76,Don't touch the sticky wet,E,surface,6,18,0.3333333333333333,gpt
76,No toque the sticky wet,CS,floor,15,27,0.5555555555555556,gpt
76,No toque the sticky wet,CS,thing,12,27,0.4444444444444444,gpt
77,Cats loved to be scratched gently behind the,E,ears,16,16,1,gpt
77,Los gatos aman que los rasquen gently behind the,CS,back,13,18,0.7222222222222222,gpt
77,Los gatos aman que los rasquen gently behind the,CS,couch,2,18,0.1111111111111111,gpt
77,Los gatos aman que los rasquen gently behind the,CS,ears,3,18,0.16666666666666666,gpt
78,La gaviota blanca se sumergió and caught a,CS,fish,17,17,1,gpt
78,The white seagull dove down and caught a,E,fish,28,28,1,gpt
79,Juan barrió el piso with a big,CS,broom,20,20,1,gpt
79,Juan swept the floor with a big,E,broom,15,15,1,gpt
80,He was cold most of the night and finally got up to get another,E,blanket,16,16,1,gpt
80,Él pasó frío casi toda la noche y finalmente se levantó to get another,CS,blanket,14,20,0.7,gpt
80,Él pasó frío casi toda la noche y finalmente se levantó to get another,CS,coffee,1,20,0.05,gpt
80,Él pasó frío casi toda la noche y finalmente se levantó to get another,CS,drink,5,20,0.25,gpt
81,"Al principio el chico se negó, pero eventualmente he changed his",CS,mind,17,17,1,gpt
81,"At first the boy refused, but eventually he changed his",E,mind,18,18,1,gpt
82,Rafael quiere preservar el bosque nacional by guarding every,CS,tree,17,17,1,gpt
82,Rafael wants to preserve the national forest by guarding every,E,it,1,17,0.058823529411764705,gpt
82,Rafael wants to preserve the national forest by guarding every,E,tree,14,17,0.8235294117647058,gpt
82,Rafael wants to preserve the national forest by guarding every,E,trees,2,17,0.11764705882352941,gpt
84,Pamela did not have any clothes to,E,wear,18,18,1,gpt
84,Pamela no tenía any clothes to,CS,wear,18,18,1,gpt
85,Ellos criaban cerdos on their,CS,farm,15,15,1,gpt
85,They raised pigs on their,E,farm,16,16,1,gpt
86,He settled for American wine because the imported stuff was too,E,expensive,17,17,1,gpt
86,Él se conformó con el vino americano porque the imported stuff was too,CS,expensive,18,18,1,gpt
87,A Simón le parece bien escuchar música alta incluso si la puerta to his bedroom is,CS,closed,4,17,0.23529411764705882,gpt
87,A Simón le parece bien escuchar música alta incluso si la puerta to his bedroom is,CS,open,13,17,0.7647058823529411,gpt
87,Simon thinks it's ok to listen to loud music even if the door to his bedroom is,E,closed,16,16,1,gpt
88,His skin was red from spending the day at the,E,beach,17,17,1,gpt
88,Su piel estaba roja por haber pasado the day at the,CS,beach,27,27,1,gpt
89,Felipe puso unas drops in his,CS,eye,3,18,0.16666666666666666,gpt
89,Felipe puso unas drops in his,CS,eyes,15,18,0.8333333333333334,gpt
89,Felipe put some drops in his,E,eye,3,17,0.17647058823529413,gpt
89,Felipe put some drops in his,E,eyes,14,17,0.8235294117647058,gpt
90,The colonel wished the sergeant would treat his command not as a polite request but as a direct,E,order,14,14,1,gpt
90,"Él coronel deseaba que el sargento tratara su orden no como una solicitud educada, but as a direct",CS,command,7,19,0.3684210526315789,gpt
90,"Él coronel deseaba que el sargento tratara su orden no como una solicitud educada, but as a direct",CS,order,12,19,0.631578947368421,gpt
91,Sharon dried the dishes with a,E,towel,19,19,1,gpt
91,Sharon secó los dishes with a,CS,towel,17,17,1,gpt
93,Esther didn't think the sword was that dangerous because it wasn't very,E,sharp,18,18,1,gpt
93,Esther no pensaba que la espada era tan peligrosa porque it wasn't very,CS,dangerous,11,18,0.6111111111111112,gpt
93,Esther no pensaba que la espada era tan peligrosa porque it wasn't very,CS,sharp,7,18,0.3888888888888889,gpt
94,El bebé lloró and upset his,CS,mother,17,17,1,gpt
94,The baby cried and upset his,E,father,2,17,0.11764705882352941,gpt
94,The baby cried and upset his,E,mom,5,17,0.29411764705882354,gpt
94,The baby cried and upset his,E,mother,10,17,0.5882352941176471,gpt
95,Los inquilinos decidieron llevar a su landlord to,CS,court,17,17,1,gpt
95,The tenants decided to take their landlord to,E,court,15,15,1,gpt
96,"Cuando Jorge no pudo entrar a su auto, se arrodilló y buscó debajo del paragolpes for the spare",CS,tire,16,16,1,gpt
96,"When Jorge couldn't get into his car, he got down on one knee and reached under the bumper for the spare",E,tire,19,19,1,gpt
97,El trabajador de construcción habia desarrollado brazos muy fuertes de bajar las bolsas de cement from the,CS,truck,16,16,1,gpt
97,The construction worker had developed very powerful arms from unloading bags of cement from the,E,site,2,17,0.11764705882352941,gpt
97,The construction worker had developed very powerful arms from unloading bags of cement from the,E,truck,15,17,0.8823529411764706,gpt
98,Es importante to be on,CS,time,19,19,1,gpt
98,It is important to be on,E,time,27,27,1,gpt
99,El gato estaba acurrucado in Aunt Anna's,CS,house,28,28,1,gpt
99,The cat was curled up in Aunt Anna's,E,lap,18,18,1,gpt
100,Nuestros invitados expeciales should be arriving,CS,soon,17,17,1,gpt
100,Our special guests should be arriving,E,soon,26,26,1,gpt
101,Each night the campers built a huge,E,fire,17,17,1,gpt
101,Todas las noches los campistas built a huge,CS,fire,10,18,0.5555555555555556,gpt
101,Todas las noches los campistas built a huge,CS,tent,8,18,0.4444444444444444,gpt
102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,gloves,2,25,0.08,gpt
102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,scarf,4,25,0.16,gpt
102,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella,19,25,0.76,gpt
102,"It's raining, and I forgot my coat, hat, and",E,scarf,6,18,0.3333333333333333,gpt
102,"It's raining, and I forgot my coat, hat, and",E,umbrella,12,18,0.6666666666666666,gpt
103,I just had a new sound system installed in my,E,home,28,28,1,gpt
103,Recientemente tuve un sistema de sonido nuevo installed in my,CS,home,18,18,1,gpt
104,El hombre que manejaba el equipaje parecía tomar mucho placer en arrojar the boxes marked,CS,fragile,15,15,1,gpt
104,The luggage handler seemed to take great delight in tossing the boxes marked,E,fragile,18,18,1,gpt
105,"Los días calurosos, muchas personas sun themselves on the",CS,beach,17,17,1,gpt
105,"On hot days, many people sun themselves on the",E,beach,15,15,1,gpt
106,He liked putting lemon and sugar in his hot,E,coffee,6,19,0.3157894736842105,gpt
106,He liked putting lemon and sugar in his hot,E,tea,13,19,0.6842105263157895,gpt
106,Le gusta agregar limón y azúcar in his hot,CS,coffee,2,27,0.07407407407407407,gpt
106,Le gusta agregar limón y azúcar in his hot,CS,tea,25,27,0.9259259259259259,gpt
107,Es difícil admitir when one is,CS,alone,12,17,0.7058823529411765,gpt
107,Es difícil admitir when one is,CS,honest,1,17,0.058823529411764705,gpt
107,Es difícil admitir when one is,CS,wrong,4,17,0.23529411764705882,gpt
107,It's hard to admit when one is,E,wrong,17,17,1,gpt
108,"After dinner, they spent a long time over coffee just",E,talking,27,27,1,gpt
108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,later,1,17,0.058823529411764705,gpt
108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,talked,2,17,0.11764705882352941,gpt
108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,talking,9,17,0.5294117647058824,gpt
108,"Después de la cena, ellos pasaron mucho tiempo over coffee just",CS,together,5,17,0.29411764705882354,gpt
109,El fertilizante orgánico helped enrich the,CS,soil,16,16,1,gpt
109,The organic fertilizer helped enrich the,E,soil,16,16,1,gpt
110,El problema con Cristina es que she can't take a,CS,break,18,18,1,gpt
110,The problem with Christina is that she can't take a,E,break,13,17,0.7647058823529411,gpt
110,The problem with Christina is that she can't take a,E,hint,4,17,0.23529411764705882,gpt
111,Los dos ladrones llevaban pistolas but they didn't,CS,shoot,17,17,1,gpt
111,The two robbers carried guns but they didn't,E,shoot,16,16,1,gpt
112,After two hours of hard work they decided to take a short,E,break,17,17,1,gpt
112,Después de dos horas de trabajo duro ellos decidieron to take a short,CS,break,16,16,1,gpt
113,He carefully positioned the violin under his,E,chin,18,18,1,gpt
113,Él puso cuidadosamente the violin under his,CS,arm,12,17,0.7058823529411765,gpt
113,Él puso cuidadosamente the violin under his,CS,bed,2,17,0.11764705882352941,gpt
113,Él puso cuidadosamente the violin under his,CS,chair,3,17,0.17647058823529413,gpt
114,He put a new sheet on the clean,E,bed,11,18,0.6111111111111112,gpt
114,He put a new sheet on the clean,E,floor,7,18,0.3888888888888889,gpt
114,Él puso una sábana nueva on the clean,CS,bed,15,15,1,gpt
115,Ellos decidieron comprar una casa pequeña y construir una adición with two more,CS,rooms,18,18,1,gpt
115,They decided to buy a small home and build an addition with two more,E,rooms,29,29,1,gpt
116,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books,26,27,0.9629629629629629,gpt
116,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,items,1,27,0.037037037037037035,gpt
116,The university wouldn't let him register until he paid the overdue fines on the borrowed,E,books,18,18,1,gpt
117,Carolina le enseñó a su hija de dos años que las fotos son cuadradas y the plates are,CS,round,17,17,1,gpt
117,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round,26,26,1,gpt
118,"Cuando suena el himno nacional, todos are expected to",CS,stand,18,18,1,gpt
118,"While the national anthem is played, everyone is expected to",E,stand,16,16,1,gpt
119,After dinner they washed the dirty,E,dishes,15,15,1,gpt
119,Después de la cena ellos washed the dirty,CS,dishes,17,17,1,gpt
120,After lunch he scraped the cold food from his,E,plate,28,28,1,gpt
120,Después del almuerzo él raspó the cold food from his,CS,plate,16,16,1,gpt
121,Había viento por el aire frío que entraba por la puerta de entrada y all the side,CS,walls,18,18,1,gpt
121,It was drafty because of the cold air leaking in through the front door and all the side,E,walls,2,17,0.11764705882352941,gpt
121,It was drafty because of the cold air leaking in through the front door and all the side,E,windows,15,17,0.8823529411764706,gpt
122,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",E,children,16,16,1,gpt
122,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children,28,28,1,gpt
124,As soon as they reached the sand he stopped to take off his,E,shoes,18,18,1,gpt
124,En cuanto llegaron a la arena él se paró to take off his,CS,shoes,17,17,1,gpt
125,Pedro painted the walls of the bird exhibit light blue to resemble the,E,sky,15,15,1,gpt
125,Pedro pintó de color azul claro las paredes de la exibición de pájaros to resemble the,CS,sky,19,19,1,gpt
126,El niño malo was sent to his,CS,home,10,27,0.37037037037037035,gpt
126,El niño malo was sent to his,CS,room,17,27,0.6296296296296297,gpt
126,The bad boy was sent to his,E,cell,8,17,0.47058823529411764,gpt
126,The bad boy was sent to his,E,home,8,17,0.47058823529411764,gpt
126,The bad boy was sent to his,E,room,1,17,0.058823529411764705,gpt
128,Nadie en la reunión de la escuela reconoció a Daniel porque he had grown a,CS,beard,18,18,1,gpt
128,No one at the reunion recognized Daniel because he had grown a,E,beard,15,16,0.9375,gpt
128,No one at the reunion recognized Daniel because he had grown a,E,mustache,1,16,0.0625,gpt
130,El piano viejo was out of,CS,tune,17,17,1,gpt
130,The old piano was out of,E,tune,18,18,1,gpt
131,El niño nació with a rare,CS,disease,19,19,1,gpt
131,The child was born with a rare,E,disease,14,14,1,gpt
134,El entró furtivamente al room without a,CS,clue,1,28,0.03571428571428571,gpt
134,El entró furtivamente al room without a,CS,key,25,28,0.8928571428571429,gpt
134,El entró furtivamente al room without a,CS,sound,1,28,0.03571428571428571,gpt
134,El entró furtivamente al room without a,CS,trace,1,28,0.03571428571428571,gpt
134,He crept into the room without a,E,key,1,18,0.05555555555555555,gpt
134,He crept into the room without a,E,sound,17,18,0.9444444444444444,gpt
135,La salida estaba indicada by a large,CS,sign,13,13,1,gpt
135,The exit was marked by a large,E,sign,19,19,1,gpt
136,Juan fue a la ferretería y compró una ventana de repuesto at twice the original,CS,price,16,16,1,gpt
136,Juan went to the hardware store and bought a replacement window at twice the original,E,price,19,19,1,gpt
137,Samuel could not believe the story was,E,true,18,18,1,gpt
137,Samuel no podía creer que the story was,CS,amazing,9,15,0.6,gpt
137,Samuel no podía creer que the story was,CS,true,3,15,0.2,gpt
137,Samuel no podía creer que the story was,CS,unbelievable,3,15,0.2,gpt
138,Las reglas no permiten que los visitors feed the,CS,animals,16,16,1,gpt
138,The rules did not allow visitors to feed the,E,animals,17,17,1,gpt
139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,bar,1,25,0.04,gpt
139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,kitchen,9,25,0.36,gpt
139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,restaurant,3,25,0.12,gpt
139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room,11,25,0.44,gpt
139,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,table,1,25,0.04,gpt
139,"When Andres arrived unexpectedly at the restaurant, Lorenzo got him a chair from the adjacent",E,room,4,19,0.21052631578947367,gpt
139,"When Andres arrived unexpectedly at the restaurant, Lorenzo got him a chair from the adjacent",E,table,15,19,0.7894736842105263,gpt
140,Ella pensó que she had seen a,CS,bird,13,27,0.48148148148148145,gpt
140,Ella pensó que she had seen a,CS,dog,13,27,0.48148148148148145,gpt
140,Ella pensó que she had seen a,CS,ghost,1,27,0.037037037037037035,gpt
140,She thought she had seen a,E,ghost,19,19,1,gpt
141,Le preguntaron al joyero si podía examinar the ring's huge,CS,size,27,27,1,gpt
141,The jeweler was asked if he would examine the ring's huge,E,gem,1,16,0.0625,gpt
141,The jeweler was asked if he would examine the ring's huge,E,size,12,16,0.75,gpt
141,The jeweler was asked if he would examine the ring's huge,E,stone,3,16,0.1875,gpt
142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,bag,14,17,0.8235294117647058,gpt
142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,house,1,17,0.058823529411764705,gpt
142,"Necesitaba un cable cargador especial, pero she couldn't find it inside her",CS,purse,2,17,0.11764705882352941,gpt
142,"She needed a special charging cable, but could not find it inside her",E,bag,8,19,0.42105263157894735,gpt
142,"She needed a special charging cable, but could not find it inside her",E,drawer,11,19,0.5789473684210527,gpt
143,He took a new cork screw and opened the,E,bottle,17,17,1,gpt
143,Él agarró un sacacorchos nuevo and opened the,CS,bottle,16,16,1,gpt
144,He folded out a big drying rack to dry the,E,clothes,16,16,1,gpt
144,Él desdobló un gran drying rack to dry the,CS,clothes,18,18,1,gpt
145,Ella agarró una jarra grande cerca de la canilla and filled it with,CS,water,18,18,1,gpt
145,She grabbed a big pitcher near the sink and filled it with,E,water,16,16,1,gpt
146,He got out a clean tissue to wipe his,E,nose,18,18,1,gpt
146,Él sacó un pañuelo limpio to wipe his,CS,nose,17,17,1,gpt
